trial,score,cv_score,mac,n_factors,optional,all_factors
34,6.138179063853338,6.155977230986943,0.07119266853442165,9,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator
32,6.138179063853338,6.155977230986943,0.07119266853442165,9,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator
30,6.138179063853338,6.155977230986943,0.07119266853442165,9,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator
31,6.138179063853338,6.155977230986943,0.07119266853442165,9,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator
33,6.138179063853338,6.155977230986943,0.07119266853442165,9,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator
40,5.857928143352155,5.880238052279436,0.0892396357091248,9,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator
8,5.595013189798949,5.615595246240819,0.08232822576748151,9,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest
11,5.595013189798949,5.615595246240819,0.08232822576748151,9,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest
22,5.3544139882745005,5.374660354570823,0.08098546518528796,10,x_skewness|x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest,x_skewness|x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest
12,5.3544139882745005,5.374660354570823,0.08098546518528796,10,x_skewness|x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest,x_skewness|x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_price_volume_trend|x_open_interest
24,5.318400892693605,5.3345720418453215,0.06468459660686571,9,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_open_interest|x_liquidity_indicator
37,5.144637300786663,5.166282297768458,0.086579987927181,6,x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_price_volume_trend|x_open_interest|x_liquidity_indicator
35,5.091680225123359,5.116202164427174,0.09808775721525781,9,x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_price_impact|x_boll_lower|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator
16,5.013893720723555,5.035110805204774,0.08486833792487818,8,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_price_volume_trend|x_open_interest,x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_price_impact|x_price_volume_trend|x_open_interest
27,4.687879103587478,4.711100441860611,0.09288535309253368,11,x_skewness|x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_boll_lower|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_skewness|x_price_ma250_dev|x_market_depth_imbalance|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_boll_lower|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator
