trial,score,cv_score,mac,n_factors,optional,all_factors
24,4.980311636984401,4.995746216409123,0.06173831769888897,19,x_volume_acceleration|x_adx|x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_spread_2h|x_price_reversal_1d|x_ma_ret_1h|x_skewness|x_stoch_k|x_price_ma250_dev|x_market_depth_imbalance|x_volume_ma_ratio|x_volume_momentum|x_parkinson_volatility|x_price_volume_trend|x_liquidity_indicator,x_volume_acceleration|x_adx|x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_spread_2h|x_price_reversal_1d|x_ma_ret_1h|x_skewness|x_stoch_k|x_price_ma250_dev|x_market_depth_imbalance|x_volume_ma_ratio|x_volume_momentum|x_parkinson_volatility|x_price_volume_trend|x_liquidity_indicator
12,4.947387161931804,4.962451536184491,0.060257497010748,15,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_spread_8h|x_price_acceleration|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_volatility_ratio|x_volume_ma_ratio|x_volume_momentum|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_spread_8h|x_price_acceleration|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_volatility_ratio|x_volume_ma_ratio|x_volume_momentum|x_price_volume_trend|x_open_interest|x_liquidity_indicator
15,4.869977704331533,4.888861887153601,0.07553673128827212,12,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_market_depth_imbalance|x_volume_ma_ratio|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_market_depth_imbalance|x_volume_ma_ratio|x_price_volume_trend|x_liquidity_indicator
23,4.864517696447917,4.880506332020195,0.0639545422891098,14,x_volume_acceleration|x_hurst_exponent|x_ma_afternoon_ret|x_gap_ratio|x_price_reversal_1d|x_ma_ret_1h|x_stoch_k|x_price_ma250_dev|x_price_impact|x_volume_ma_ratio|x_volume_momentum|x_boll_lower|x_parkinson_volatility|x_price_volume_trend,x_volume_acceleration|x_hurst_exponent|x_ma_afternoon_ret|x_gap_ratio|x_price_reversal_1d|x_ma_ret_1h|x_stoch_k|x_price_ma250_dev|x_price_impact|x_volume_ma_ratio|x_volume_momentum|x_boll_lower|x_parkinson_volatility|x_price_volume_trend
31,4.80962568701243,4.821027049615879,0.04560545041379966,15,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_spread_8h|x_ma_ret_1h|x_skewness|x_price_ma250_dev|x_price_impact|x_turnover|x_volume_ma_ratio|x_amihud_illiquidity|x_volume_momentum|x_open_interest,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_spread_8h|x_ma_ret_1h|x_skewness|x_price_ma250_dev|x_price_impact|x_turnover|x_volume_ma_ratio|x_amihud_illiquidity|x_volume_momentum|x_open_interest
13,4.572919688649717,4.591067151486159,0.07258985134576648,17,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_price_channel_breakout|x_skewness|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volume_ma_ratio|x_volume_momentum|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_gap_ratio|x_price_channel_breakout|x_skewness|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volume_ma_ratio|x_volume_momentum|x_boll_lower|x_price_volume_trend|x_open_interest|x_liquidity_indicator
29,4.552283893684252,4.570312211520502,0.07211327134500005,17,x_volume_acceleration|x_hurst_exponent|x_ma_ret_1h|x_skewness|x_stoch_k|x_momentum_20d|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_turnover|x_volume_ma_ratio|x_volume_momentum|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_volume_acceleration|x_hurst_exponent|x_ma_ret_1h|x_skewness|x_stoch_k|x_momentum_20d|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_turnover|x_volume_ma_ratio|x_volume_momentum|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator
6,4.450021690407787,4.468232366445178,0.07284270414956197,15,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_gap_ratio|x_spread_8h|x_price_acceleration|x_p_ret_20h|x_stoch_k|x_ease_of_movement|x_price_ma250_dev|x_volatility_ratio|x_volume_ma_ratio|x_volume_momentum|x_price_volume_trend|x_liquidity_indicator,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_gap_ratio|x_spread_8h|x_price_acceleration|x_p_ret_20h|x_stoch_k|x_ease_of_movement|x_price_ma250_dev|x_volatility_ratio|x_volume_ma_ratio|x_volume_momentum|x_price_volume_trend|x_liquidity_indicator
7,4.361308168770071,4.3806278742682006,0.077278821992519,17,x_adx|x_trend_strength|x_hurst_exponent|x_spread_2h|x_spread_8h|x_skewness|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_turnover|x_amihud_illiquidity|x_volume_momentum|x_boll_lower|x_parkinson_volatility|x_price_volume_trend|x_open_interest,x_adx|x_trend_strength|x_hurst_exponent|x_spread_2h|x_spread_8h|x_skewness|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_turnover|x_amihud_illiquidity|x_volume_momentum|x_boll_lower|x_parkinson_volatility|x_price_volume_trend|x_open_interest
2,4.242290459617672,4.26591906002607,0.09451440163359245,22,x_adx|x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_ma_bar_ret|x_spread_2h|x_spread_8h|x_p_ret_6h|x_ma_ret_1h|x_skewness|x_p_ret_20h|x_stoch_k|x_ease_of_movement|x_price_ma250_dev|x_amihud_volatility|x_turnover|x_amihud_illiquidity|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_adx|x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_afternoon_ret|x_ma_bar_ret|x_spread_2h|x_spread_8h|x_p_ret_6h|x_ma_ret_1h|x_skewness|x_p_ret_20h|x_stoch_k|x_ease_of_movement|x_price_ma250_dev|x_amihud_volatility|x_turnover|x_amihud_illiquidity|x_parkinson_volatility|x_price_volume_trend|x_open_interest|x_liquidity_indicator
5,4.051232211592278,4.074591004650085,0.09343517223122622,20,x_volume_acceleration|x_adx|x_volume_profile_fast|x_ma_afternoon_ret|x_ma_bar_ret|x_spread_2h|x_spread_8h|x_price_acceleration|x_price_channel_breakout|x_ma_ret_8h|x_stoch_k|x_momentum_20d|x_ease_of_movement|x_price_ma250_dev|x_volatility_ratio|x_turnover|x_volume_momentum|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_volume_acceleration|x_adx|x_volume_profile_fast|x_ma_afternoon_ret|x_ma_bar_ret|x_spread_2h|x_spread_8h|x_price_acceleration|x_price_channel_breakout|x_ma_ret_8h|x_stoch_k|x_momentum_20d|x_ease_of_movement|x_price_ma250_dev|x_volatility_ratio|x_turnover|x_volume_momentum|x_price_volume_trend|x_open_interest|x_liquidity_indicator
8,4.036214421393872,4.0617456588831855,0.10212494995725266,19,x_volume_acceleration|x_adx|x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_bar_ret|x_spread_2h|x_spread_8h|x_p_ret_6h|x_price_acceleration|x_p_ret_20h|x_stoch_k|x_momentum_20d|x_ease_of_movement|x_price_ma250_dev|x_volatility_ratio|x_amihud_illiquidity|x_boll_lower|x_parkinson_volatility,x_volume_acceleration|x_adx|x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_ma_bar_ret|x_spread_2h|x_spread_8h|x_p_ret_6h|x_price_acceleration|x_p_ret_20h|x_stoch_k|x_momentum_20d|x_ease_of_movement|x_price_ma250_dev|x_volatility_ratio|x_amihud_illiquidity|x_boll_lower|x_parkinson_volatility
17,3.977100721838766,3.9898481539178254,0.05098972831623753,19,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_volume_profile_fast|x_ma_afternoon_ret|x_gap_ratio|x_price_reversal_1d|x_ma_ret_1h|x_skewness|x_stoch_k|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_volume_ma_ratio|x_amihud_illiquidity|x_volume_momentum|x_parkinson_volatility|x_price_volume_trend|x_liquidity_indicator,x_volume_acceleration|x_hurst_exponent|x_kyle_lambda_lag|x_volume_profile_fast|x_ma_afternoon_ret|x_gap_ratio|x_price_reversal_1d|x_ma_ret_1h|x_skewness|x_stoch_k|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_volume_ma_ratio|x_amihud_illiquidity|x_volume_momentum|x_parkinson_volatility|x_price_volume_trend|x_liquidity_indicator
3,3.307973197213977,3.3387198866264427,0.12298675764986175,20,x_adx|x_hurst_exponent|x_ma_bar_ret|x_spread_2h|x_p_ret_6h|x_price_reversal_1d|x_price_acceleration|x_price_channel_breakout|x_ma_ret_1h|x_ma_ret_8h|x_skewness|x_stoch_k|x_momentum_20d|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_turnover|x_boll_lower|x_parkinson_volatility|x_liquidity_indicator,x_adx|x_hurst_exponent|x_ma_bar_ret|x_spread_2h|x_p_ret_6h|x_price_reversal_1d|x_price_acceleration|x_price_channel_breakout|x_ma_ret_1h|x_ma_ret_8h|x_skewness|x_stoch_k|x_momentum_20d|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_turnover|x_boll_lower|x_parkinson_volatility|x_liquidity_indicator
14,3.279648026988317,3.2959587858984443,0.06524303564050966,14,x_volume_acceleration|x_kyle_lambda_lag|x_volume_profile_fast|x_ma_afternoon_ret|x_spread_8h|x_price_acceleration|x_ma_ret_1h|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_volume_ma_ratio|x_volume_momentum|x_price_volume_trend|x_open_interest,x_volume_acceleration|x_kyle_lambda_lag|x_volume_profile_fast|x_ma_afternoon_ret|x_spread_8h|x_price_acceleration|x_ma_ret_1h|x_p_ret_20h|x_stoch_k|x_price_ma250_dev|x_volume_ma_ratio|x_volume_momentum|x_price_volume_trend|x_open_interest
37,3.2486060420108593,3.2660910822319495,0.0699401608843609,20,x_volume_acceleration|x_adx|x_kyle_lambda_lag|x_ma_bar_ret|x_gap_ratio|x_ma_ret_1h|x_skewness|x_p_ret_20h|x_stoch_k|x_momentum_20d|x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_volume_ma_ratio|x_volume_momentum|x_boll_lower|x_open_interest|x_liquidity_indicator,x_volume_acceleration|x_adx|x_kyle_lambda_lag|x_ma_bar_ret|x_gap_ratio|x_ma_ret_1h|x_skewness|x_p_ret_20h|x_stoch_k|x_momentum_20d|x_price_ma250_dev|x_market_depth_imbalance|x_volatility_ratio|x_kurtosis|x_price_impact|x_volume_ma_ratio|x_volume_momentum|x_boll_lower|x_open_interest|x_liquidity_indicator
