datetime,open,high,low,y_close,x_volume,x_turnover,x_open_interest,x_delta,x_buy_vol,x_sell_vol,x_vwap_pv,x_bvwap_pv,x_bvwap_v,x_delta_l2,x_buy_vol_l2,x_sell_vol_l2,bar_period,dominant_id,trading_date,x_ma5_60min,x_ma20_60min,x_ma60_60min,x_ma5_ma20_60min,x_ma20_ma60_60min,x_price_ma250_dev_60min,x_return_1_60min,x_log_return_1_60min,x_mom5_60min,x_mom20_60min,x_snr_60min,x_price_accel_60min,x_price_reversal_60min,x_intraday_return_60min,x_gap_ratio_60min,x_overnight_return_60min,x_volatility_60min,x_realized_vol_60min,x_atr_60min,x_intraday_vol_60min,x_parkinson_vol_60min,x_vol_ratio_10_30_60min,x_overnight_vol_60min,x_price_jump_60min,x_rsi14_60min,x_macd_60min,x_macd_signal_60min,x_macd_hist_60min,x_stoch_k_60min,x_stoch_d_60min,x_cci_60min,x_adx_60min,x_williams_r_60min,x_aroon_osc_60min,x_trix_60min,x_ultosc_60min,x_sar_diff_60min,x_boll_pos_60min,x_boll_upper_60min,x_boll_lower_60min,x_roc_60min,x_keltner_pos_60min,x_donchian_pos_60min,x_close_pos_ratio_60min,x_price_channel_breakout_60min,x_skew_60min,x_kurtosis_60min,x_hurst_60min,x_fractal_dim_60min,x_high_low_ratio_60min,x_bid_ask_proxy_60min,x_liquidity_60min,x_price_impact_60min,x_market_depth_imbalance_60min,x_vol_mom_60min,x_rel_vol_60min,x_vol_ma_ratio_60min,x_vol_accel_60min,x_vol_change_rate_60min,x_vol_price_corr_60min,x_pvt_60min,x_vol_weighted_return_60min,x_money_flow_ratio_60min,x_ease_of_movement_60min,x_obv_60min,x_mfi_60min,x_chaikin_osc_60min,x_ad_line_60min,x_volume_profile_60min,x_vwap_60min,x_vwap_dev_60min,x_vwap_slope_60min,x_bvwap_60min,x_bvwap_dev_60min,x_bvwap_slope_60min,x_cvd_60min,x_price_delta_60min,x_price_delta_volume_60min,x_price_delta_trend_60min,x_ofi_60min,x_effort_vs_result_60min,x_distribute_60min,x_trend_60min,x_trend1_60min,x_absorption_60min,x_break_position_60min,x_vol_ratio_60min,x_trend_break_60min,x_trend_break2_60min,x_trend_break_watch_60min,x_vpin_60min,x_vpin_zscore_60min,x_vpin_zscore_filtered_60min,x_delta_x_vpin_60min,x_ad_60min,x_qstick_60min,x_sharpe_60min,x_rvi_60min,x_klinger_60min,x_linearreg_ma_60min
2026-02-11 09:30:00,8922.0,8932.0,8908.0,8912.0,29716.0,2.6505021e+09,426336,2106.4531,15171.727,13065.273,265052112.0,6461857386.0,724474.0,849.0,8347.0,7498.0,09:30,P2605,2026-02-11,8922.4,,,,,-0.44884944249243275,0.0008984804,0.00089807704,-0.009997785,,,0.0015645623,-0.0008984804,-0.001120825,0.0020215632,0.0020215632,,,,0.002690626,,,0.0020195106,0,,,,,,,,,,,,,-0.009982090053859985,,,,-0.15684518,,,0.16666667,0,,,,,,,,-0.03353336075459774,,,,,-1.6919599,-0.4148205,,-194.78253,,,,12693.0,,5642.798237649624,-24542.802099908702,,89194.445,,-115.01875,8915.932617478338,,-16.050308732405536,-6480.033,1.8926069,56240.707,116.26178,0.07459904,4205.3496,0.0,0.0,0.0,0.0,,,0.0,,,0.13963101471671352,,0.0,294.1261872969422,0.0,,,,,
2026-02-11 10:45:00,8912.0,8928.0,8894.0,8928.0,42792.0,3.812711e+09,423300,1930.5737,21442.287,19511.713,381272032.0,10525898168.0,1181388.0,3215.0,13001.0,9786.0,10:45,P2605,2026-02-11,8920.8,,,,,-0.2476676411984812,0.0017952919,0.0017936823,-0.00089526176,,,0.009127021,-0.0017952919,0.0017953322,0.0,0.0,,,,0.003815515,,,0.0,0,,,,,,,,,,,,,-0.0074129439254479994,,,,-0.51259196,,,1.0,0,,,,,,,,0.781625962218735,,,,,0.84761757,0.44003236,,-117.958405,,,,55485.0,,15019.054304323465,18249.197900091298,,89098.69,,-62.921875,8914.330495320084,,-11.471582861384377,-4549.4595,3.4659433,148314.64,119.72772,0.047140066,3847.3333,0.0,0.0,0.0,0.0,,,0.0,,,0.09505210735833568,,0.0,183.50510149169824,0.0,,,,,
2026-02-11 13:45:00,8926.0,8948.0,8912.0,8920.0,49803.0,4.447631e+09,420653,-127.89187,23656.055,23783.945,444771798.0,11070078200.0,1239960.0,142.0,14726.0,14584.0,13:45,P2605,2026-02-11,8916.8,,,,,-0.311205103075949,-0.0008960366,-0.00089643826,-0.0022371411,,,-0.0013436675,0.0008960366,-0.0006721936,-0.00022401434,-0.00022401434,,,,0.0040313886,,,-0.00022401934,0,,,,,,,,,,,,,-0.007602219457894208,,,,-0.6017384,,,0.22222222,0,,,,,,,,0.7150162587199657,,,,,0.8495086,0.16383898,,-162.58371,,,,5682.0,,8685.866243327298,-9419.135433242038,,89304.48,,23.70078125,8917.212481130426,,-1.3148779581487178,-4677.3516,0.1145958,5707.215,119.842316,-0.0026958394,-255.32617,0.0,0.0,0.0,0.0,,,0.0,,,0.10836485883522985,,0.0,-13.858984286070923,0.0,,,,0.0,
2026-02-11 14:45:00,8920.0,8930.0,8896.0,8896.0,39374.0,3.511064e+09,421220,-3031.9697,17354.016,20385.984,351106544.0,13356611474.0,1497537.0,518.0,11250.0,10732.0,14:45,P2605,2026-02-11,8912.0,,,,,-0.5382612723410343,-0.0026905537,-0.0026941798,-0.0026905537,,,-0.00045341253,0.0026905537,-0.002690583,0.0,0.0,,,43.714285714285715,0.0038146838,,,0.0,0,,,,,,,,,-93.75,,,,-0.00964737968868608,,,,-0.9133438,0.2799682744858052,,0.0,0,,,,,,,,-0.0006365117791549245,,,,,-2.9731798,-0.20940506,,-268.52158,,0.3683866610207649,,-33692.0,,-7222.698531019072,-48793.13543324204,,89172.15,,36.140625,8917.591031805796,,0.6490028991829604,-7709.3213,8.157678,321200.4,127.99999,-0.08033834,-6031.4834,0.0,0.0,0.0,0.0,,,0.0,,,0.14269352335612778,,0.0,-432.6424429923185,-0.3285007522609674,-0.0010279193832372715,,,0.0004614290881907754,0.0012004610698050698
2026-02-11 15:00:00,8898.0,8912.0,8896.0,8906.0,15457.0,1.3762209e+09,417270,1504.4332,8070.717,6566.283,137621590.0,4440903692.0,498752.0,1465.0,4835.0,3370.0,15:00,P2605,2026-02-11,8912.4,,,,,-0.3981390355193742,0.0011241436,0.0011235122,0.0002245903,,,0.0029178858,-0.0011241436,0.00089907844,0.00022482015,0.00022482015,,,37.57142857142857,0.0017968952,,,0.00022480344,0,46.15384615384615,,,,,,,,-85.9375,35.71428571428572,,,-0.007881619619123923,,,,-1.1323268,0.33375218863925576,,0.625,0,,,,,,,,0.18859856775396655,,,,,-0.41635507,-0.6074313,,-251.14569,,0.35856353875615365,,-18235.0,35.85635394662213,-11844.60470861358,-44928.88543324204,,89035.445,,-24.45390625,8916.72165385012,,0.48386092292843386,-6204.888,1.691199,26140.861,129.6912,0.10278292,3002.117,0.0,0.0,0.0,0.0,,,0.0,,,0.131353306523328,,0.0,197.61227888081814,-0.2722019659508853,-0.00024354973616677204,,-0.12184528468434336,0.0011518823933017925,0.0008649074683161356
2026-02-11 22:00:00,8918.0,8920.0,8876.0,8902.0,68929.0,6.134195e+09,416625,1332.8953,33503.45,32170.553,613405022.0,14312680468.0,1608597.0,202.0,18458.0,18256.0,22:00,P2605,2026-02-12,8910.4,,,,,-0.41530910463831755,-0.000449121,-0.00044922187,-0.0011220574,,,-0.0013476014,0.000449121,-0.0017941243,0.0013474062,0.0013474062,,,36.0,0.004944953,,,0.0013465157,0,45.401629802095464,,,,,,,,-81.42857142857143,78.57142857142857,,,-0.007740067632918639,,,,-1.1108643,0.3227285923342278,,0.59090906,0,,,,,,,,-0.5777909134472912,,,,,3.874224,3.4594035,,-282.10315,,0.25463684628942335,,-87164.0,25.46368489192202,-8670.97416312746,-32396.339978696582,,88992.95,,-48.05,8897.617282638224,,-3.3917252644011753,-4871.993,-0.59863126,-41263.055,129.09256,0.02029565,2663.3982,0.0,0.0,0.0,0.0,,,0.0,,,0.13406222297205916,,0.0,178.6909020367805,-0.19619895786832725,-0.0007380689016177452,,-0.34938382051502515,0.002277519711063307,0.0005440167790396306
2026-02-11 23:00:00,8902.0,8916.0,8868.0,8868.0,38048.0,3.3824545e+09,412692,-3597.559,16505.72,20103.28,338243018.0,12621648966.0,1419106.0,-5016.0,8929.0,13945.0,23:00,P2605,2026-02-12,8898.4,,,,,-0.7492066836082962,-0.0038193464,-0.003826659,-0.0067204237,,,-0.0056146383,0.0038193464,-0.0038193665,0.0,0.0,,,39.42857142857143,0.005398101,,,0.0,0,39.50751967583573,,,,,,,,-100.0,85.71428571428571,,,-0.010747622406718881,,,,-0.76096684,0.1665307440661702,,0.0,0,,,,,,,,-0.5738042333959428,,,,,-0.88804406,-0.4480117,,-427.42163,,0.23927521629520898,-50.31807899475098,-125212.0,23.927521866034585,-18690.582197871547,-70444.33997869657,,88899.664,,-98.88203125,8895.961537178515,,-6.2475637071405075,-8469.553,13.740324,522791.84,142.83289,-0.09826978,-7140.5737,0.0,0.0,0.0,0.0,,,0.0,,,0.1692702700926287,,0.0,-608.9597974896191,-0.2832808030811088,-0.001011926749405185,,-0.36786952747547713,0.0035622135223300237,0.0005857008026422872
2026-02-12 00:00:00,8868.0,8868.0,8868.0,8868.0,1.0,88680.0,412692,0.0,0.0,0.0,8868.0,106484.0,12.0,-1.0,0.0,1.0,00:00,P2605,2026-02-12,8888.0,,,,,-0.70787872756,0.0,0.0,-0.0058295727,,,0.0008960366,-0.0,0.0,0.0,0.0,,,37.142857142857146,0.0,,,0.0,0,39.50751967583574,,,,6.19047619047619,10.009920634920634,,,-100.0,92.85714285714286,,,-0.009672860166046973,,,,-0.80536914,0.18638731315358714,,,0,,,,,,,,-0.2860276525175614,,,,,-1.1638126,-0.9999737,,-427.42163,,0.19969533633738804,,-125212.0,19.969533573327706,-21090.368921369445,-70444.33997869657,,88680.0,,-112.0078125,8895.96144881536,,-6.401928265247261,-8469.553,0.0,0.0,142.83289,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.1692700529327398,,0.0,0.0,-0.24551002933696098,-0.0009164552757283673,,-0.36263686519457133,0.004755592052814077,0.0004852672817704616
2026-02-12 09:30:00,8866.0,8876.0,8834.0,8874.0,49949.0,4.423084e+09,414095,-170.62338,23611.188,23781.812,442302822.0,5967300168.0,673572.0,-2351.0,14257.0,16608.0,09:30,P2605,2026-02-12,8883.6,,,,,-0.6071824376901194,0.0006766319,0.0006764031,-0.0024729967,,,0.0033671856,-0.0006766319,0.00090232346,-0.00022552999,-0.00022552999,,,37.285714285714285,0.004743039,,,-0.00022556941,0,41.073193912507236,,,,7.407407407407406,8.15861992945326,,,-77.77777777777777,100.0,,,-0.00802355550566299,,,,-0.51569504,0.25829131375709097,,0.95238096,0,,,,,,,,-0.19865174026389235,,,,,49948.21,49948.0,,-393.62454,,0.13104699887380833,,-75263.0,13.104699966865208,-5775.536012372882,-25252.387597744193,,88552.0,,-127.984375,8889.269080187512,,-5.656098114806228,-8640.176,-0.11544923,-5766.573,142.71744,-0.0036002153,-340.78558,0.0,0.0,0.0,0.0,,,0.0,,,0.14402771970560974,,0.0,-24.574496719778683,-0.07378490095095702,-0.0010899454874951126,,-0.5755018414320268,0.006154391194599839,0.0003063247805461985
2026-02-12 10:45:00,8874.0,8874.0,8844.0,8850.0,38977.0,3.4536942e+09,412353,-960.50696,18127.746,19088.254,345367358.0,9751350398.0,1100482.0,-632.0,11042.0,11674.0,10:45,P2605,2026-02-12,8872.4,8924.3,,0.9941844178254877,,-0.832558295888745,-0.0027045012,-0.0027081647,-0.006287873,,,-0.0038286448,0.0027045012,-0.00270453,0.0,0.0,,,33.57142857142857,0.00338636,0.003120636354036162,,0.0,0,36.95319858090839,,,,10.58201058201058,8.059964726631392,-135.30326594090306,,-90.47619047619048,92.85714285714286,,,-0.009249368109647826,0.08404899871516595,9013.613404428037,8834.986595571962,-0.60646904,0.10206662768327737,0.08791208791208792,0.2,0,,,,2.592543338910187,1.0044118404388427,0.004400314053054899,,-0.28954453187680845,-0.0398779823560368,,0.8976749167145518,0.9023686116635327,0.38776726,-0.21966404,,-499.03787,,0.14319620529502688,,-114240.0,14.31962052558571,-6426.392003022207,-48638.58759774419,0.4,88608.516,,-111.65390625,8882.786007406854,-0.009015674297838039,-3.635500745375175,-9600.683,2.5976923,101250.25,145.31512,-0.025809001,-1910.6791,0.0,0.0,0.0,0.0,,,0.0,,,0.17214049641334594,,0.0,-165.34214455993768,-0.14241319075524855,-0.001220172131849852,,-0.5776353655425048,0.0076324195887824235,0.00046248410496125425
2026-02-12 13:45:00,8848.0,8858.0,8820.0,8830.0,52288.0,4.6199255e+09,408330,-2528.3538,23705.322,26233.678,461993148.0,11782679428.0,1333554.0,-503.0,15591.0,16094.0,13:45,P2605,2026-02-12,8858.0,8919.5,,0.9931049946745893,,-1.0068547267718626,-0.00225991,-0.0022624678,-0.008088052,-0.010755122,-1.9443231454645076,-0.0018107891,0.00225991,-0.002034358,-0.0002259887,-0.0002259887,0.0026963808955340124,0.0026987582556480543,31.142857142857142,0.004299089,0.0027815785474468286,,-0.00022598675,0,33.90137774422935,,,,13.186177248677247,10.391865079365077,-153.84615384615333,,-92.1875,100.0,,,-0.010205444942008833,0.04683093345230122,9018.249017316895,8820.750982683105,-0.92010766,-0.02555201111096843,0.05102040816326531,0.2631579,-1,-0.28634023090171606,1.6729493967410314,,2.568013024077822,1.0040551245212554,0.004044125054497272,375816068505.6,-0.43933291953685266,-0.04195978742636136,-0.4517526,1.2671056107130136,0.8688232599955896,-3.1178944,0.3415091,,-617.20404,-0.0007521581751120173,0.1435788706463831,,-166528.0,14.357887083870649,-13989.16108983128,-73406.58759774419,0.5,88355.37,,-116.0078125,8872.518351845534,-0.010748749862130959,-6.00618120744708,-12129.036,5.7138524,298765.9,151.02898,-0.05062888,-5033.955,0.0,0.0,0.0,0.0,-0.5350877192982456,,0.0,,,0.20116001475909548,,0.0,-508.60367963066767,-0.206643081644991,-0.000838218566579079,-0.20033723116912006,-0.40229287208767667,0.009208153836761046,0.0006955913589260996
2026-02-12 14:45:00,8832.0,8840.0,8804.0,8808.0,54509.0,4.806851e+09,404281,-3747.8,24268.6,28016.4,480691370.0,16206159994.0,1837666.0,-577.0,15720.0,16297.0,14:45,P2605,2026-02-12,8846.0,8911.2,,0.9926833647544662,,-1.197201770308573,-0.0024915338,-0.0024946427,-0.006765902,-0.018497884,-3.1022205156072413,0.0013278127,0.0024915338,-0.0027173914,0.00022650056,0.00022650056,0.002338245184749846,0.0023424993766302795,32.57142857142857,0.0040806606,0.0026567515753636757,,0.00022647202,0,30.88027480724917,,,,6.704695767195766,10.157627865961198,-163.85542168674874,,-97.22222222222223,64.28571428571428,,,-0.011137387352477993,0.01784765471310568,9018.220116161205,8804.179883838797,-1.344086,-0.09947092832393568,0.018867924528301886,0.11111111,-1,-0.8433857811570209,1.8318021514989316,,2.587467977934786,1.003889787197113,0.0038807557313703,380676897382.4,-0.4387170420197157,-0.04208267307000574,-0.042340875,1.3247960880005445,0.9513819351953571,0.490488,0.042476296,,-753.0151,-0.0012905645943913655,0.13455288615171074,,-221037.0,13.45528858602281,-29300.880263642248,-115802.47648663308,0.4,88184.54,,-118.75546875,8860.15594728652,-0.012661340058072883,-8.836173139965394,-15876.836,9.33777,508992.53,160.36674,-0.071680225,-7458.434,0.0,-3747.8,0.0,0.0,-0.59375,,0.0,,,0.23011131000489207,,0.0,-862.4111788722383,-0.31245601594492634,-0.0010648059168098761,-0.39852734972191284,-0.39477729313974685,0.010851586900088141,0.0009949852068732177
2026-02-12 15:00:00,8810.0,8816.0,8782.0,8784.0,25869.0,2.276346e+09,401005,-2481.232,11250.884,13732.116,227633494.0,4603027724.0,522966.0,-2429.0,7174.0,9603.0,15:00,P2605,2026-02-12,8829.2,8901.7,,0.99185548827752,,-1.4035567181369244,-0.0027247667,-0.0027284857,-0.009472251,-0.021172285,-3.252582516066831,-0.0027247667,0.0027247667,-0.0029511917,0.00022706631,0.00022706631,0.002360449336931958,0.002364616468940322,32.285714285714285,0.0038640848,0.0027069526530905563,,0.00022706791,0,27.953693354585134,,,,3.9316990182954026,7.940857344722805,-177.12376024148725,,-98.79518072289157,71.42857142857143,,,-0.01204034728512369,-0.003722318692904052,9018.530241218434,8784.869758781568,-1.5246637,-0.20694735771375974,0.008547008547008548,0.05882353,-1,-0.6565796156273194,1.4412816778506543,,2.6040336863117743,1.00408336520195,0.004074289428535849,384840973721.6,-0.9755317805846225,-0.04080007257535289,inf,0.609562274012015,1.0442933505189256,0.4745559,-0.5254178,,-823.5021,-0.0013343897196663836,0.14360665624150476,,-246906.0,14.360665583318985,-40163.73615837285,-138628.0647219272,0.6,87995.13,-0.901353664657681,-153.77109375,8856.562167525604,-0.01478052655124519,-8.804388544415124,-18358.068,6.7607784,174894.58,167.12752,-0.099316835,-4935.5674,0.0,0.0,0.0,0.0,-0.6388888888888888,,0.0,,,0.24336667305665757,1.9034401022451826,0.0,-603.8491607606485,-0.347359993721828,-0.0013402907768197889,-0.45249382684451167,-0.40346282943131284,0.012362542308423496,0.0013030865386231356
