trial,score,icir_cv,fold_std,mean_abs_corr,n_factors,optional,all_factors
35,2.6359642798546403,2.7509242742602433,1.3555703689822158,0.25983997762241196,3,x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_price_volume_trend_1
40,2.613261554581902,2.7495512468188728,1.35601159853552,0.14515876894788268,4,x_amihud_volatility_1|x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_amihud_volatility_1|x_price_volume_trend_1
37,2.5848603341984053,2.7509242742602433,1.3555703689822158,0.26425576024735253,4,x_ma_ret_6h|x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_ma_ret_6h|x_price_volume_trend_1
36,2.5747361571150384,2.7467103516860663,1.3570384638302144,0.0878967782841124,5,x_amihud_volatility|x_price_volume_trend_1|x_session_sin_1,x_vwap|x_ma_ret_4h|x_amihud_volatility|x_price_volume_trend_1|x_session_sin_1
34,2.5647800955477087,2.751927883502563,1.355142175558927,0.14859115181941687,5,x_ma_ret_12h|x_price_volume_trend_1|x_is_night_1,x_vwap|x_ma_ret_4h|x_ma_ret_12h|x_price_volume_trend_1|x_is_night_1
33,2.5647800955477087,2.751927883502563,1.355142175558927,0.14859115181941687,5,x_ma_ret_12h|x_price_volume_trend_1|x_is_night_1,x_vwap|x_ma_ret_4h|x_ma_ret_12h|x_price_volume_trend_1|x_is_night_1
38,2.5424366413618817,2.7509242742602433,1.3555703689822158,0.23395053159344736,5,x_ma_ret_6h|x_high_low_ratio|x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_ma_ret_6h|x_high_low_ratio|x_price_volume_trend_1
30,2.502667319520739,2.751927883502563,1.355142175558927,0.19704225592729463,6,x_ma_ret_20h|x_ma_ret_12h|x_price_volume_trend_1|x_is_night_1,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_12h|x_price_volume_trend_1|x_is_night_1
31,2.461565049287957,2.751927883502563,1.355142175558927,0.16145133685842344,7,x_ma_ret_20h|x_ma_ret_12h|x_price_volume_trend_1|x_volume_profile_indicator|x_is_night_1,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_12h|x_price_volume_trend_1|x_volume_profile_indicator|x_is_night_1
32,2.412886205522325,2.751927883502563,1.355142175558927,0.15616671192095072,8,x_ma_ret_20h|x_ma_ret_12h|x_price_volume_trend_1|x_volume_profile_indicator|x_is_night_1|x_spread_8h,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_12h|x_price_volume_trend_1|x_volume_profile_indicator|x_is_night_1|x_spread_8h
28,2.3651822874050588,2.7482296536197754,1.3583016765574747,0.1321894648588666,9,x_ma_ret_20h|x_ma_ret_8h|x_amihud_volatility_1|x_fractal_dimension|x_price_volume_trend_1|x_session_sin_1|x_volume_ma_ratio,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_8h|x_amihud_volatility_1|x_fractal_dimension|x_price_volume_trend_1|x_session_sin_1|x_volume_ma_ratio
26,2.3386562369413713,2.716201448803303,1.356677621810322,0.11018084744772556,9,x_ma_ret_20h|x_ma_ret_8h|x_amihud_volatility|x_price_volume_trend_1|x_trend_strength_1|x_price_delta_1|x_volume_ma_ratio_1,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_8h|x_amihud_volatility|x_price_volume_trend_1|x_trend_strength_1|x_price_delta_1|x_volume_ma_ratio_1
13,2.331440340386189,2.7165354584619257,1.3574050542397857,0.14038047230294534,9,x_ma_ret_20h|x_ma_ret_12h|x_amihud_volatility_1|x_fractal_dimension|x_price_volume_trend_1|x_price_delta_1|x_is_night_1,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_12h|x_amihud_volatility_1|x_fractal_dimension|x_price_volume_trend_1|x_price_delta_1|x_is_night_1
19,2.330148069238318,2.7166672474751437,1.3574033410421305,0.14607671294730154,9,x_ma_ret_20h|x_ma_ret_8h|x_amihud_volatility_1|x_fractal_dimension|x_price_volume_trend_1|x_price_delta_1|x_volume_ma_ratio,x_vwap|x_ma_ret_4h|x_ma_ret_20h|x_ma_ret_8h|x_amihud_volatility_1|x_fractal_dimension|x_price_volume_trend_1|x_price_delta_1|x_volume_ma_ratio
