cluster_id,size,top_factor,best_res_ic_ir,candidates
1,3,x_is_night,0.8242400745700682,x_is_night | x_session_sin | x_volume_change_rate
2,1,x_kyle_lambda_lag,0.3700220604061689,x_kyle_lambda_lag
3,2,x_hurst_exponent,0.4230945108845768,x_hurst_exponent | x_volume_ma_ratio
4,4,x_price_jump,0.545146216499288,x_price_jump | x_volume_profile_indicator | x_volume_profile_fast | x_linearreg_ma
5,2,x_aroon_up,0.4685311939941176,x_aroon_up | x_price_reversal_1d
6,4,x_price_volume_trend,0.5886966347240787,x_price_volume_trend | x_accumulation_distribution | x_boll_lower | x_boll_upper
7,4,x_spread_20h,0.6925407674741336,x_spread_20h | x_spread_12h | x_spread_8h | x_spread_6h
8,1,x_open_interest,0.5599012765230572,x_open_interest
9,12,x_money_flow_index,0.6098451771314037,x_money_flow_index | x_money_flow_ratio | x_ultimate_oscillator | x_stoch_k | x_rsi_14d | x_stoch_d
10,1,x_price_impact,0.30248386090999135,x_price_impact
11,1,x_amihud_volatility,0.26942942746457066,x_amihud_volatility
12,7,x_ma_ret_6h,0.7322736585721882,x_ma_ret_6h | x_ma_ret_20h | x_ma_ret_12h | x_ma_ret_8h | x_ma_bar_ret | x_ma_ret_1h
13,3,x_price_channel_breakout,0.29835781934889627,x_price_channel_breakout | x_p_ret_20h | x_return_5d
14,1,x_skewness,0.2691994430968261,x_skewness
15,1,x_kurtosis,0.2006150900349555,x_kurtosis
16,2,x_high_low_ratio,0.8089945742644338,x_high_low_ratio | x_fractal_dimension
17,1,x_liquidity_indicator,0.5775110092262696,x_liquidity_indicator
