,factor,ic_ir,residual_ic_ir
0,x_is_night,0.4179258159151092,0.8242400745700682
1,x_high_low_ratio,0.07569386558858804,0.8089945742644338
2,x_session_sin,0.2842840603586792,0.7578405311728623
3,x_fractal_dimension,0.30807216659658554,0.7361225041723736
4,x_ma_ret_6h,0.6171998489926153,0.7322736585721882
5,x_ma_ret_20h,0.7577997228588184,0.7215847074209216
6,x_spread_20h,0.577034207678123,0.6925407674741336
7,x_ma_ret_12h,0.6659839930782115,0.6202540468239609
8,x_money_flow_index,0.4301201711507337,0.6098451771314037
9,x_money_flow_ratio,0.4300123773552298,0.6091450014211142
10,x_ma_ret_8h,0.654086650883324,0.609023265571339
11,x_price_volume_trend,0.5549219980299808,0.5886966347240787
12,x_spread_12h,0.5185710245523975,0.5827817008958679
13,x_liquidity_indicator,0.4018961878561735,0.5775110092262696
14,x_open_interest,0.14231361545747404,0.5599012765230572
15,x_price_jump,0.1697166245499985,0.545146216499288
16,x_spread_8h,0.4770739584868276,0.5001653787046628
17,x_aroon_up,0.25390673279897646,0.4685311939941176
18,x_ultimate_oscillator,0.21162517987695326,0.42784372002023874
19,x_hurst_exponent,0.18658046245174686,0.4230945108845768
20,x_stoch_k,0.36500394130325164,0.417795419037478
21,x_ma_bar_ret,0.5814234448294743,0.3903142587443349
22,x_rsi_14d,0.15720617201203427,0.388326461254065
23,x_stoch_d,0.28786097719093057,0.3813958880353311
24,x_kyle_lambda_lag,0.37069709685928953,0.3700220604061689
25,x_ma_ret_1h,0.37631791414863985,0.33870867032281565
26,x_accumulation_distribution,0.6009609311711535,0.33776986883273613
27,x_price_reversal_1d,0.1387141559775673,0.33723959270123444
28,x_ma_afternoon_ret,0.456858462251392,0.33261114180416346
29,x_spread_6h,0.3402985494223252,0.32893326590539584
30,x_volume_ma_ratio,0.04231580787719159,0.32732516561821656
31,x_price_impact,0.3845550426237087,0.30248386090999135
32,x_volume_weighted_return,0.22551482528834418,0.29938682977748193
33,x_vol_weighted_return,0.22551482528834418,0.29938682977748193
34,x_price_channel_breakout,0.1705588173816903,0.29835781934889627
35,x_macd_histogram,0.4041349765781981,0.2714129727161938
36,x_volume_profile_indicator,0.3825476239625126,0.27125919226011685
37,x_volume_profile_fast,0.3825476239625126,0.27125919226011685
38,x_amihud_volatility,0.2672140159312137,0.26942942746457066
39,x_skewness,0.19774652384751112,0.2691994430968261
40,x_donchian_position,0.22743465581785538,0.26636121977657756
41,x_bollinger_position,0.25868277206107504,0.25482274726274334
42,x_boll_lower,0.6259312068024712,0.2515386930176263
43,x_volume_change_rate,0.1294671469118122,0.25066464945288164
44,x_p_ret_20h,0.4478733339531465,0.24024242423465705
45,x_boll_upper,0.7683919664641105,0.2341532216277659
46,x_linearreg_ma,0.32512972061676754,0.23229427909908393
47,x_roc,0.2896536202533541,0.21335678851298404
48,x_return_5d,0.4231567135206111,0.20269126327658993
49,x_kurtosis,0.14471148617608298,0.2006150900349555
50,x_parkinson_volatility,0.0443892231312941,0.19877304635809634
51,x_keltner_position,0.1961023579846006,0.1939484903021554
52,x_aroon_oscillator,0.08678960374583851,0.1820026022558356
53,x_relative_volume,0.07359099779701961,0.1761888593707492
54,x_trix,0.15762843418212796,0.1697703744229919
55,x_macd_signal,0.15562991034364365,0.16500376742251754
56,x_volatility_ratio,0.031010123291386475,0.16436443310699847
57,x_obv,0.6190559133217018,0.1564776248725129
58,x_ma_midday_ret,0.16584018812919712,0.1488254547219892
59,x_turnover,0.30420261636870777,0.14779510980003568
60,x_intraday_volatility,0.38495695984832917,0.14541184693505324
61,x_amihud_illiquidity,0.1530961925126183,0.13957677374732577
62,x_volume_acceleration,0.1299014398079848,0.1340163889591448
63,x_vwap_dev,0.2110676829967604,0.13333021312799997
64,x_price_ma250_dev,0.10880294584682086,0.12867053060102046
65,x_kyle_lambda,0.06584207002317738,0.12864764124990807
66,x_parabolic_sar,0.6664880504393631,0.12290101244487049
67,x_cci,0.2755469110439648,0.12238637578031714
68,x_atr,0.4210551388889989,0.12204688328200226
69,x_aroon_down,0.011453531849224147,0.12106092656616846
70,x_volume_price_correlation,0.06740563509473442,0.1191833456329157
71,x_ofi,0.3105313920202608,0.11834595241094996
72,x_momentum_20d,0.05964164262241266,0.11624463183723356
73,x_trend_strength,0.008553050647856745,0.11462513401277019
74,x_close_position_ratio,0.052097794508531636,0.11237660333919493
75,x_klinger,0.06528995656878168,0.10196222852514251
76,x_williams_r,0.35877545172274766,0.09445191863366191
77,x_macd,0.060140151160272444,0.08211740577022954
78,x_rvi,0.002489097841175534,0.07621079771325337
79,x_log_return_1d,0.09694218881493245,0.07426629348103234
80,x_return_1d,0.09694218881493245,0.07417540497792384
81,x_intraday_return,0.11296317854715829,0.07209124258744863
82,x_delta,0.27963487949898314,0.06986324602496778
83,x_market_depth_imbalance,0.10934202314870436,0.06970674968605454
84,x_ma_ret_2h,0.3743418204755851,0.06631375672529395
85,x_chaikin_oscillator,0.07569523231103183,0.06557377342486334
86,x_ad,0.09065504217675231,0.06425332450423271
87,x_qstick,0.11059002944533261,0.054846097446050734
88,x_p_ret_4h,0.3248163747750371,0.054328211580057024
89,x_volume_momentum,0.0018128545994338463,0.0465300561085484
90,x_gap_ratio,0.1755572080289806,0.040852795194009875
91,x_overnight_return,0.1755572080289806,0.040852795194009875
92,x_p_ret_6h,0.20783196675993762,0.03813887200465379
93,x_spread_1h,0.33039712613230104,0.03464624994225798
94,x_p_ret_8h,0.22425113899351715,0.029213956355386716
95,x_sharpe,0.03974416778324408,0.022137087207752246
96,x_realized_volatility,0.16442491639085982,0.02149199915450962
97,x_spread_4h,0.41376616065946786,0.018034320556688754
98,x_adx,0.14276892703046848,0.017589743027704673
99,x_ease_of_movement,0.1030810541040664,0.010368796532784148
100,x_spread_2h,0.3049923822418548,0.00867456664829426
101,x_overnight_volatility,0.1755572080289806,0.00849223875240432
102,x_p_ret_1h,0.23600813765360396,0.004670898114912482
103,x_p_ret_2h,0.19238707603951552,0.0045456837694057475
104,x_p_ret_12h,0.19799032042851145,0.003658695309064842
105,x_price_acceleration,0.09421999934932379,0.0029240640631209387
