,factor,ic_ir,residual_ic_ir
0,x_high_low_ratio,0.01602346559453746,0.81292108002384
1,x_fractal_dimension,0.1713614120861942,0.8046677108577335
2,x_is_night,0.38328956483181903,0.7963131237341493
3,x_session_sin,0.2705903558463949,0.6524382321480549
4,x_liquidity_indicator,0.37069944303905583,0.5727204982350345
5,x_price_volume_trend,0.5309228166678173,0.5717087799963124
6,x_ma_ret_6h,0.3808368689194632,0.5692690300117633
7,x_money_flow_index,0.33690923214544694,0.5343184057309455
8,x_money_flow_ratio,0.33711755685474204,0.534308561391726
9,x_aroon_up,0.34639126728827424,0.529602314160807
10,x_ma_ret_20h,0.5833928392740945,0.5226703677252162
11,x_open_interest,0.11559719704902435,0.4852079276429022
12,x_spread_20h,0.4205410659521665,0.4741918983638638
13,x_kyle_lambda_lag,0.43211427368123445,0.43013557766911387
14,x_ultimate_oscillator,0.17832127739243792,0.41946149317623727
15,x_ma_ret_8h,0.44143665958346245,0.4096962506050388
16,x_vol_weighted_return,0.34859495228905935,0.4021349322022369
17,x_volume_weighted_return,0.34859495228905935,0.4021349322022369
18,x_volume_ma_ratio,0.029013815278452235,0.3953665489413529
19,x_ma_ret_12h,0.46323440232922153,0.39129760856142226
20,x_spread_12h,0.37550949548192286,0.3794828484108791
21,x_price_impact,0.4417207673525827,0.3783210121056779
22,x_price_jump,0.1264100252783489,0.37563040184450486
23,x_hurst_exponent,0.1530844098697689,0.3711989524561672
24,x_volume_profile_indicator,0.4462971219174291,0.3522545351295822
25,x_volume_profile_fast,0.4462971219174291,0.3522545351295822
26,x_linearreg_ma,0.37565336695028745,0.33615338629733366
27,x_stoch_k,0.2527854511198669,0.3353797436801104
28,x_spread_8h,0.3548899185178576,0.3319928259601328
29,x_accumulation_distribution,0.648397542833746,0.3244108021712472
30,x_volume_change_rate,0.215104193451777,0.31223778611052494
31,x_ma_afternoon_ret,0.4344578339815373,0.3116670977036811
32,x_rsi_14d,0.060979580649999615,0.30809927670560744
33,x_stoch_d,0.18974477251388266,0.3020774009850758
34,x_relative_volume,0.09706823907663173,0.30115614987119466
35,x_price_reversal_1d,0.15040553590747446,0.2801942347139651
36,x_ma_bar_ret,0.487818716289835,0.2780841579707228
37,x_skewness,0.1845510146363252,0.25098430248213555
38,x_kurtosis,0.18838580628808493,0.2476279614768742
39,x_momentum_20d,0.19762107110525595,0.22975885528323686
40,x_trix,0.22174158134253255,0.22877711698084818
41,x_amihud_volatility,0.22439372872486563,0.22624904858765504
42,x_parkinson_volatility,0.004893572246038489,0.22609949442569988
43,x_return_5d,0.354055200717626,0.22511966396834077
44,x_p_ret_20h,0.3530319737356107,0.22104331301820984
45,x_macd_signal,0.2136978983257775,0.21806531098564638
46,x_ma_midday_ret,0.1161900754230828,0.2144625735767753
47,x_trend_strength,0.07590572397247004,0.2042228184299551
48,x_klinger,0.18200305859739266,0.2014723251231506
49,x_volume_acceleration,0.19727759291712124,0.2009084104948131
50,x_bollinger_position,0.16389475180530544,0.1979113251710314
51,x_boll_lower,0.6289183750353597,0.19761444582613877
52,x_aroon_oscillator,0.13229106181424072,0.19709999517201285
53,x_ma_ret_1h,0.25849931001279736,0.19103018767419647
54,x_volume_momentum,0.14165520000471452,0.18658021727682952
55,x_donchian_position,0.108478884618926,0.18044605009591777
56,x_kyle_lambda,0.0025713308790131497,0.1783029457524993
57,x_spread_6h,0.217230610144831,0.16748108011400753
58,x_close_position_ratio,0.06645811372281334,0.16551389997955115
59,x_macd_histogram,0.2689703403057886,0.15844538698647517
60,x_macd,0.1351911103404916,0.14999816833548726
61,x_sharpe,0.1052249541710403,0.14466134737758185
62,x_roc,0.20613285500591122,0.14332773913191324
63,x_price_channel_breakout,0.14513619599234584,0.13996510642264903
64,x_obv,0.6278216643646813,0.1368707436278478
65,x_rvi,0.06798283779033412,0.13030825330171664
66,x_boll_upper,0.7326483133401194,0.12909144410558665
67,x_amihud_illiquidity,0.13742765316681005,0.126366020805142
68,x_price_ma250_dev,0.10877097298523254,0.12334387578115144
69,x_realized_volatility,0.07261187738021352,0.11972850698798829
70,x_volatility_ratio,0.0739863827223303,0.11547197262091131
71,x_aroon_down,0.016904994891320607,0.1122218731117324
72,x_ease_of_movement,0.014341932811331235,0.11216360179888772
73,x_volume_price_correlation,0.06959032044698793,0.1114616646925966
74,x_keltner_position,0.09508095793670848,0.10675752566306847
75,x_overnight_volatility,0.018328201939839583,0.10548819473483864
76,x_market_depth_imbalance,0.10425224379107684,0.09992611969331248
77,x_parabolic_sar,0.6449323564405973,0.09651537688446694
78,x_p_ret_4h,0.2337149172501909,0.08937226673784252
79,x_cci,0.17512236309249368,0.08129094214900974
80,x_vwap_dev,0.1274277023572511,0.08102761400085738
81,x_overnight_return,0.018328201939839583,0.08085169673637885
82,x_gap_ratio,0.018328201939839583,0.08085169673637885
83,x_log_return_1d,0.04931160127245006,0.07763643818612304
84,x_return_1d,0.04931160127245006,0.07741001182862955
85,x_ofi,0.2126673816940878,0.0741899310525474
86,x_delta,0.20127417247293639,0.06047335782913175
87,x_williams_r,0.2514494254055853,0.04529065548065071
88,x_atr,0.3384396843908755,0.04479621679032411
89,x_p_ret_1h,0.11056746528795396,0.04474312032719762
90,x_p_ret_6h,0.1063753040401665,0.04432209175443432
91,x_adx,0.11458080507986775,0.04180246032701896
92,x_p_ret_8h,0.12258076830838027,0.036257827571284595
93,x_spread_2h,0.2609992458217937,0.0335184333389301
94,x_turnover,0.1809237534496862,0.029737523136725744
95,x_chaikin_oscillator,0.06758064855712813,0.02932544840083778
96,x_ad,0.08238185220003671,0.02446764611235581
97,x_spread_4h,0.3073498982787446,0.02425574111386819
98,x_p_ret_2h,0.07700227567062673,0.020291571900913002
99,x_p_ret_12h,0.1147971402578864,0.02028958275044591
100,x_spread_1h,0.2982534314662746,0.018417163470820484
101,x_intraday_volatility,0.21905643628334556,0.017076860990743552
102,x_intraday_return,0.13055451939351012,0.013811454780211984
103,x_qstick,0.021613431156246136,0.007753454048859829
104,x_price_acceleration,0.07886631817603648,0.007615429845181944
105,x_ma_ret_2h,0.2598458317893687,0.002990026837426425
