trial,score,oos_sharpe,mean_abs_corr,n_factors,optional,all_factors
103,1.9732592474838744,1.9955684957624846,0.08923699311444136,18,x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_high_low_ratio|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_high_low_ratio|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest
125,1.8575335396503156,1.8812301171691115,0.09478631007518296,17,x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_high_low_ratio|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_high_low_ratio|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_price_volume_trend|x_spread_20h|x_open_interest
105,1.8056161121414775,1.8294033621974213,0.095149000223775,17,x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_high_low_ratio|x_liquidity_indicator|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_relative_volume|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_high_low_ratio|x_liquidity_indicator|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_relative_volume|x_price_volume_trend|x_spread_20h|x_open_interest
47,1.7918445189942662,1.8127928061822312,0.08379314875185946,17,x_ultimate_oscillator|x_volume_weighted_return|x_ma_ret_6h|x_skewness|x_kurtosis|x_parkinson_volatility|x_trend_strength|x_price_jump|x_price_impact|x_volume_profile_indicator|x_volume_change_rate|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_volume_weighted_return|x_ma_ret_6h|x_skewness|x_kurtosis|x_parkinson_volatility|x_trend_strength|x_price_jump|x_price_impact|x_volume_profile_indicator|x_volume_change_rate|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest
131,1.7917300252607171,1.81450566981535,0.09110257821853203,16,x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest
49,1.7803210349949676,1.8056276038475854,0.10122627541047126,18,x_ultimate_oscillator|x_trix|x_return_5d|x_ma_ret_8h|x_skewness|x_kurtosis|x_fractal_dimension|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_is_night|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_trix|x_return_5d|x_ma_ret_8h|x_skewness|x_kurtosis|x_fractal_dimension|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_is_night|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest
121,1.7754188831362268,1.7967994962030729,0.08552245226738465,16,x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_trix|x_return_5d|x_skewness|x_kurtosis|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_open_interest
132,1.7685070287508895,1.793150521401387,0.0985739706019899,15,x_stoch_d|x_trix|x_return_5d|x_skewness|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_stoch_d|x_trix|x_return_5d|x_skewness|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_reversal_1d|x_volume_acceleration|x_hurst_exponent|x_price_volume_trend|x_spread_20h|x_open_interest
55,1.7615270392440396,1.7756390234868829,0.05644793697137294,11,x_ultimate_oscillator|x_ma_afternoon_ret|x_kurtosis|x_trend_strength|x_price_impact|x_is_night|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_ultimate_oscillator|x_ma_afternoon_ret|x_kurtosis|x_trend_strength|x_price_impact|x_is_night|x_price_volume_trend|x_spread_20h|x_open_interest
73,1.7597639932728555,1.7827927196977116,0.09211490569942413,17,x_stoch_k|x_trix|x_return_5d|x_ma_ret_8h|x_skewness|x_kurtosis|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_is_night|x_volume_ma_ratio|x_price_volume_trend|x_spread_20h|x_open_interest,x_vwap|x_ma_ret_4h|x_stoch_k|x_trix|x_return_5d|x_ma_ret_8h|x_skewness|x_kurtosis|x_liquidity_indicator|x_trend_strength|x_klinger|x_price_impact|x_is_night|x_volume_ma_ratio|x_price_volume_trend|x_spread_20h|x_open_interest
