trial,cv_score,mac,n_factors,optional,all_factors
80,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
46,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
45,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
44,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
96,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
99,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
82,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
79,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
71,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
77,3.5804873938119974,0.08569569316638466,12,x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest,x_ma_ret_4h|x_adx|x_hurst_exponent|x_kyle_lambda_lag|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_open_interest
