,factor,ic_ir,residual_ic_ir
0,x_trend_break_watch_60min,0.06067748736055797,0.7769169042068715
1,x_price_delta_trend_60min,0.099601643338919,0.7513120880163158
2,x_cvd_60min,0.004133307113819349,0.7418146808235295
3,x_vol_change_rate_60min,0.042936595817919,0.70876036587689
4,x_ma5_ma20_60min,0.23984295981697104,0.7031835186128
5,x_vwap_dev_60min,0.09362463180225065,0.7004825454863507
6,x_price_ma250_dev_240min,0.6274435601505884,0.7000248098416527
7,x_high_low_ratio_60min,0.13013876347501904,0.6991108072776105
8,x_ma20_ma60_60min,0.037701542024880984,0.6913016788636639
9,x_vwap_dev_240min,0.018844789604710397,0.688470735020859
10,x_high_low_ratio_240min,0.15495112666466168,0.6814501691833631
11,x_is_night,0.04211362466425894,0.6664151563735607
12,x_ma20_ma60_240min,0.056101617168582384,0.6663443661074362
13,x_ma5_ma20_240min,0.07807347903217607,0.6383948514575751
14,x_fractal_dim_60min,0.3607083960566788,0.588866582594091
15,x_price_jump_240min,0.14040269324082713,0.5749580036073341
16,x_boll_lower_60min,0.7720114344033906,0.5582927839898516
17,x_trend_60min,0.1293042435713382,0.5507591356111367
18,x_distribute_60min,0.0979613886393131,0.523864634165644
19,x_price_jump_60min,0.12703087955630718,0.5121894776671683
20,x_price_channel_breakout_240min,0.15563705346353718,0.4956186557289461
21,x_bvwap_60min,0.731819333001713,0.46484573444977295
22,x_vol_ma_ratio_240min,0.15223752237689708,0.4622493619188288
23,x_money_flow_ratio_60min,0.5062647593772023,0.4574526696581662
24,x_mfi_60min,0.5062660458555077,0.4574526696581662
25,x_fractal_dim_240min,0.3246982930443467,0.4474012457710743
26,x_open_interest_y,0.11421097971762788,0.44449940282737205
27,x_open_interest_x,0.09955673292937472,0.44215144102488674
28,x_delta,0.09820700300525333,0.43949711400370717
29,x_effort_vs_result_60min,0.09927076508471537,0.43562252025823706
30,x_absorption_60min,0.01916667537534341,0.42506044005865135
31,x_skew_60min,0.1636496953790741,0.42019188039317956
32,x_volume_profile_240min,0.27147478516764706,0.41898656470519036
33,x_vol_mom_60min,0.08765425593909798,0.4159684197982583
34,x_liquidity_60min,0.012419077743742627,0.414227577944785
35,x_intraday_return_240min,0.11044999437709561,0.41314547785520306
36,x_bvwap_v,0.4829829782033226,0.40469922202882197
37,x_intraday_return_60min,0.0011754315615121423,0.4046816079381218
