datetime,date,time,prediction,actual_return,strategy_return,daily_volume,position,cumulative_value,price,is_switch,signal,price_return
2020-10-09 14:59:00,2020-10-09,14:59,0.003876311582181838,0.0,0.0,0,0.0,1.0,6082.0,False,1.0,0.0
2020-10-12 11:29:00,2020-10-12,11:29,0.005862733435795142,0.028609010194015072,0.028609010194015072,1,1.0,1.028609010194015,6256.0,False,1.0,0.028609010194015072
2020-10-12 14:59:00,2020-10-12,14:59,0.006276074000308641,0.0,0.0,0,1.0,1.028609010194015,6256.0,False,1.0,0.0
2020-10-12 22:59:00,2020-10-12,22:59,0.006040949816103157,-0.012787723785166238,-0.012787723785166238,0,1.0,1.015821286408849,6176.0,False,1.0,-0.012787723785166238
2020-10-13 11:29:00,2020-10-13,11:29,0.0021175574058015113,0.007772020725388629,0.007772020725388629,0,1.0,1.0235933071342376,6224.0,False,1.0,0.007772020725388629
2020-10-13 14:59:00,2020-10-13,14:59,0.0026802952669679834,0.00032133676092538366,0.00032133676092538366,0,1.0,1.023914643895163,6226.0,False,1.0,0.00032133676092538366
2020-10-13 22:59:00,2020-10-13,22:59,0.00522651063000749,-0.0012849341471249387,-0.0012849341471249387,0,1.0,1.022629709748038,6218.0,False,1.0,-0.0012849341471249387
2020-10-14 11:29:00,2020-10-14,11:29,0.004884225272782243,-0.00032164683177871023,-0.00032164683177871023,0,1.0,1.022308062916259,6216.0,False,1.0,-0.00032164683177871023
2020-10-14 14:59:00,2020-10-14,14:59,0.00458431145981738,0.009330759330759442,0.009330759330759442,0,1.0,1.0316388222470185,6274.0,False,1.0,0.009330759330759442
2020-10-14 22:59:00,2020-10-14,22:59,0.004002426737279717,-0.005419190309212674,-0.005419190309212674,0,1.0,1.0262196319378059,6240.0,False,1.0,-0.005419190309212674
2020-10-15 11:29:00,2020-10-15,11:29,0.0034784372621385513,-0.009294871794871762,-0.009294871794871762,0,1.0,1.0169247601429343,6182.0,False,1.0,-0.009294871794871762
2020-10-15 14:59:00,2020-10-15,14:59,0.004023943267924573,-0.00614687803299907,-0.00614687803299907,0,1.0,1.0107778821099351,6144.0,False,1.0,-0.00614687803299907
2020-10-15 22:59:00,2020-10-15,22:59,0.0031465916529970286,-0.0185546875,-0.0185546875,0,1.0,0.9922231946099351,6030.0,False,1.0,-0.0185546875
2020-10-16 11:29:00,2020-10-16,11:29,0.00420175899521822,0.0019900497512437276,0.0019900497512437276,0,1.0,0.9942132443611789,6042.0,False,1.0,0.0019900497512437276
