,factor,ic_ir,residual_ic_ir
0,x_ma_bar_ret,,1.1223301646879147
1,x_price_jump_240min_1,0.2885136155644288,1.1023989046709914
2,x_spread_2h,,0.9288616472908404
3,x_overnight_return_8slot_1,0.06555256955712908,0.9265565979986635
4,x_gap_ratio_8slot_1,0.06555256955712908,0.9265565979986635
5,x_overnight_vol_8slot_1,0.06563611303736198,0.9251810425243063
6,x_ma_ret_1h,,0.9032141537322199
7,x_absorption_8slot_1,0.0550261311976213,0.8585154124563239
8,x_price_jump_8slot,0.11119306763544111,0.8541883957936127
9,x_price_channel_breakout_8slot_1,0.12213338449666498,0.8115461863365111
10,x_spread_1h,,0.8026226369501898
11,x_absorption_8slot,0.20464097781519225,0.7996435422069363
12,x_price_channel_breakout_8slot,0.1241224882213095,0.7959831479126451
13,x_vol_change_rate_240min_1,0.45316312156473304,0.7768314554424298
14,x_ma_ret_2h,,0.7752716307570156
15,x_overnight_vol_8slot,0.11369458298632193,0.7723038833607665
16,x_trend_8slot_1,0.23605134535610636,0.771005284856774
17,x_overnight_return_8slot,0.11372378404109153,0.7676817853809892
18,x_gap_ratio_8slot,0.11372378404109153,0.7676817853809892
19,x_price_jump_240min,0.22826315501912606,0.7578261700349613
20,x_price_delta_volume_8slot_1,0.06761141887122517,0.7441884405506366
21,x_price_reversal_8slot_1,0.004875943597604516,0.7009665554918549
22,x_overnight_vol_240min,0.22081530331061336,0.6934737697134589
23,x_gap_ratio_240min,0.22073123303808723,0.693065013841876
24,x_overnight_return_240min,0.22073123303808723,0.693065013841876
25,x_ma_midday_ret,,0.6836498375538955
26,x_ma20_8slot_1,0.8590737496144399,0.6723133074677419
27,x_ma_afternoon_ret,,0.662824730276606
28,x_spread_4h,,0.6627551872847144
29,x_ma20_8slot,0.8585783741775294,0.6622517786873218
30,x_turnover_x,0.842813114346047,0.6558150292020072
31,x_vwap_pv,0.8430068030440325,0.6553942331197563
32,x_ma5_8slot_1,0.8188181738632502,0.645465183584055
33,x_volume_x,0.6672051125943527,0.645085298418368
34,x_ma5_8slot,0.8181016413352993,0.6330700479876735
35,x_vol_change_rate_240min,0.41791124950899455,0.6272729352138677
36,x_ma20_240min_1,0.9111270699944826,0.6211550520790232
37,x_ma20_240min,0.9130131911485694,0.6208472139862665
38,x_sell_vol,0.684135984656317,0.6208205337024979
39,x_p_ret_2h_1,0.12154303168857818,0.6202477276399484
40,x_vwap_slope_8slot,0.24021109954468148,0.6187087190952728
41,x_vol_mom_8slot,0.751372253528317,0.6173536035230601
42,x_log_return_1_8slot_1,0.10025528418281009,0.611158638043118
43,x_ma60_8slot,0.9215698403500223,0.6109671196190204
44,x_p_ret_1h_1,0.10022817545176561,0.6102135501741887
45,x_return_1_8slot_1,0.10025528418281009,0.6101494844772616
46,x_ma60_8slot_1,0.9244242909718648,0.6083038326466235
