trial,cv_score,mac,n_factors,optional,all_factors
82,3.5893314690685787,0.09619979551405858,8,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest
40,3.5893314690685787,0.09619979551405858,8,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest
38,3.5893314690685787,0.09619979551405858,8,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest
37,3.5893314690685787,0.09619979551405858,8,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest
96,3.5893314690685787,0.09619979551405858,8,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest
88,3.5893314690685787,0.09619979551405858,8,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_kurtosis|x_open_interest
97,3.5638891242931523,0.07699941971694828,9,x_adx|x_kyle_lambda_lag|x_ma_bar_ret|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_open_interest,x_adx|x_kyle_lambda_lag|x_ma_bar_ret|x_skewness|x_stoch_k|x_price_ma250_dev|x_amihud_volatility|x_volatility_ratio|x_open_interest
62,3.3775293176823147,0.09331320546619314,9,x_adx|x_ma_bar_ret|x_skewness|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_price_volume_trend|x_open_interest,x_adx|x_ma_bar_ret|x_skewness|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_parkinson_volatility|x_price_volume_trend|x_open_interest
90,3.3292958765860883,0.07034184213410186,8,x_adx|x_kyle_lambda_lag|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_open_interest,x_adx|x_kyle_lambda_lag|x_ma_bar_ret|x_skewness|x_stoch_k|x_amihud_volatility|x_volatility_ratio|x_open_interest
30,3.2555819593910638,0.09376272996968292,8,x_adx|x_spread_8h|x_skewness|x_stoch_k|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_open_interest,x_adx|x_spread_8h|x_skewness|x_stoch_k|x_price_ma250_dev|x_volatility_ratio|x_kurtosis|x_open_interest
