,factor,ic_ir,residual_ic_ir
0,x_ma20_ma60_240min,0.03554146174589939,0.8262704105433909
1,x_ma5_ma20_240min,0.06789231721869837,0.7939701070416948
2,x_vwap_dev_60min,0.1614860770982491,0.7824346824629713
3,x_ma20_ma60_60min,0.05041429671869686,0.7803948208686057
4,x_vwap_dev_240min,0.05666557312201348,0.776528827456362
5,x_cvd_60min,0.13781703681365495,0.7741393661596256
6,x_ma5_ma20_60min,0.08212690529903906,0.7466730288311615
7,x_high_low_ratio_60min,0.2196882375643902,0.731667543082541
8,x_high_low_ratio_240min,0.17310357027080078,0.7213612209975324
9,x_price_delta_trend_60min,0.1292343721227085,0.7055393914313527
10,x_fractal_dim_60min,0.3303427544958466,0.6875559258824795
11,x_distribute_60min,0.027561197224437048,0.685684137041349
12,x_price_ma250_dev_240min,0.6016204757235051,0.6807307606079247
13,x_is_night,0.04191433462283731,0.6706972236402348
14,x_vpin_zscore_filtered_60min,0.01832451746775822,0.6269072624516674
15,x_vpin_zscore_filtered_240min,0.04751186817686202,0.6059012000771341
16,x_liquidity_240min,0.08305445042750836,0.5918193607490088
17,x_open_interest_y,0.034048951617071305,0.5831094995301626
18,x_trend_60min,0.05022813930028154,0.5688064554857039
19,x_bvwap_v,0.4110287804499216,0.5636687975701938
20,x_open_interest_x,0.012677011366452393,0.556587366299885
21,x_vpin_240min,0.22934498414733265,0.5300953163677435
22,x_price_jump_240min,0.036993830540609784,0.5277060730645644
23,x_session_sin,0.20791494744460973,0.5152186728073948
24,x_fractal_dim_240min,0.34259717087662556,0.4921540863161093
25,x_price_delta_volume_60min,0.18272594801833145,0.4808042627286118
26,x_boll_lower_60min,0.7245124964878397,0.4697699350968176
27,x_ma_ret_20h,,0.4321027608975968
28,x_skew_60min,0.19175970038663193,0.42248251740918563
29,x_sar_diff_240min,0.1049295417543835,0.41816324619760786
30,x_rvi_60min,0.0068304932359552475,0.4080184132910407
31,x_price_jump_60min,0.06866466143865035,0.4048989882497572
32,x_price_channel_breakout_240min,0.12392931681353722,0.4008238869472184
33,x_trend_break_watch_60min,0.016196993706200626,0.3868165481379962
34,x_vol_weighted_return_60min,0.13138795092812952,0.38193903430051557
35,x_p_ret_20h,0.021425265033280665,0.37878717392828964
36,x_mom20_60min,0.021425265033280665,0.37878379335703866
37,x_delta,0.10661321749099575,0.37755691582126955
38,x_effort_vs_result_60min,0.1068163219463026,0.3773431686609042
39,x_bvwap_pv,0.15111191999776255,0.37575153236717285
40,x_price_impact_60min,0.26863289126327705,0.36979153302569767
41,x_ma_midday_ret,,0.36695484931446454
42,x_vol_ma_ratio_60min,0.09012833632015166,0.3664996135723702
43,x_delta_x_vpin_60min,0.11033473452258757,0.3648683413811072
44,x_volume_profile_60min,0.2744503924072671,0.35711248522109285
45,x_linearreg_ma_240min,0.18733476335116195,0.3541569134492657
46,x_vol_ma_ratio_240min,0.010193705400213308,0.3501275274156914
47,x_volume_profile_240min,0.25122173641127094,0.3423372967405606
48,x_turnover_x,0.5588384109562939,0.33813928703536383
49,x_vwap_pv,0.5586765680413598,0.3379736737368068
50,x_ma_afternoon_ret,,0.33161679564526747
51,x_rel_vol_240min,0.17541193927115226,0.33078142907779223
52,x_ofi_60min,0.10235282892999986,0.322436488764703
53,x_bvwap_dev_60min,0.1496174866183651,0.3203786147986211
54,x_mom5_240min,0.04330159968497562,0.31759195314065847
55,x_hurst_240min,0.27574422916879865,0.31496351626623814
56,x_delta_l2,0.025000757142694317,0.31468060827946276
57,x_ma5_60min,0.733791271705576,0.30715022770067735
58,x_vpin_zscore_60min,0.2588957148977897,0.3010540929607128
59,x_p_ret_12h,0.22798260679095414,0.28164940475345657
60,x_ease_of_movement_60min,0.012795656417933884,0.27899920443710813
61,x_ultosc_60min,0.22377294355995947,0.27893208340669534
62,x_hurst_60min,0.30447401089878157,0.2788297491848559
63,x_intraday_return_60min,0.054785590191973765,0.2785982320768101
64,x_aroon_osc_60min,0.11987068336733664,0.2756196573953525
65,x_williams_r_60min,0.33168869531728223,0.27198528902466135
66,x_close_pos_ratio_60min,0.2231495862972947,0.2692530912056345
67,x_price_delta_60min,0.14596078399029844,0.26910718140535994
68,x_ad_line_60min,0.8710052788075455,0.2663478703189712
69,x_kurtosis_240min,0.3377151224992069,0.26567074715177746
70,x_spread_2h,,0.26523587573251134
71,x_williams_r_240min,0.10532665763999945,0.2613994816022257
72,x_vol_price_corr_60min,0.10223685172223694,0.25962590775141187
73,x_price_ma250_dev_60min,0.05554814839202681,0.2576730944225611
74,x_boll_upper_60min,0.8803311818382192,0.2569606709919593
75,x_macd_60min,0.028095736579274378,0.25425417761025265
76,x_boll_lower_240min,0.7870355607743538,0.2482786673385382
77,x_macd_signal_60min,0.01856393921881473,0.24539450813232763
78,x_trix_60min,0.007690559005478441,0.24468562345160372
79,x_snr_60min,0.04743417434912456,0.24079964335833298
80,x_sharpe_60min,0.09601766090108431,0.2402768843675827
81,x_mfi_60min,0.37212747483052866,0.24009041586429872
82,x_money_flow_ratio_60min,0.37212747483052866,0.24009041586429872
83,x_trend1_60min,0.04784381616085343,0.23985471429821104
84,x_vwap_slope_240min,0.13826203739455148,0.23866694408118472
85,x_price_channel_breakout_60min,0.10130095259495481,0.2341062299657684
86,x_bvwap_slope_60min,0.5468045302748092,0.23375013736311973
87,x_linearreg_ma_60min,0.1906027406497622,0.23039943250342237
88,x_spread_6h,,0.22890271353183145
89,x_intraday_vol_60min,0.34393488338068867,0.22403505299341384
90,x_spread_4h,,0.22150241251776304
91,x_vol_accel_60min,0.04051384697456141,0.21986359708703396
92,x_log_return_1_60min,0.15113154561241987,0.21880337604249833
93,x_return_1_60min,0.15113154561241987,0.21877557036218834
94,x_p_ret_1h,0.15112654001575512,0.218736002153576
95,x_market_depth_imbalance_60min,0.025124946031785004,0.2140119855503235
96,x_cci_240min,0.03234277208974285,0.21202006557299014
97,x_intraday_return_240min,0.0359451664432512,0.21092962380392574
98,x_roc_240min,0.01231487955387813,0.20413458419806157
99,x_liquidity_60min,0.14896963919715453,0.19729480756628423
100,x_macd_240min,0.02157164469419894,0.19350465563153527
101,x_ma20_60min,0.8016842589159077,0.190902235925798
102,x_parkinson_vol_240min,0.21679085698174413,0.1898973852080991
103,x_macd_hist_240min,0.02256622398675041,0.18900045154824738
104,x_klinger_60min,0.04069920780057677,0.18389962693893627
105,x_spread_20h,,0.18265321593815162
106,x_ad_60min,0.007505735171022057,0.17774575046561153
107,x_trend_break2_60min,0.07747589622691799,0.17487711600943895
108,x_roc_60min,0.20478676489518963,0.17165041276009485
109,x_chaikin_osc_60min,0.01753854130061786,0.1712098486399906
110,x_bid_ask_proxy_240min,0.17481224099496248,0.17093003295133105
111,x_qstick_240min,0.030294184966145183,0.17092681216038685
112,x_macd_signal_240min,0.02015099267086538,0.16773719218629188
113,x_ma60_60min,0.9248834662094871,0.16766484882991645
114,x_buy_vol,0.35535690383048063,0.16612557077032264
115,x_vwap_slope_60min,0.45994096767874637,0.1659307924663645
116,x_volume_x,0.38787107357297995,0.16422427670893092
117,x_qstick_60min,0.07676983493583268,0.16393167953874455
118,x_price_reversal_60min,0.04224900034216106,0.1627965896894761
119,x_rsi14_60min,0.2395645382539258,0.16252079743311063
120,x_ma60_240min,0.992307420667563,0.1621127329587563
121,x_vol_change_rate_60min,0.055389465457833936,0.15962082697575036
122,x_vol_price_corr_240min,0.05589744505177146,0.15573516169525864
123,x_atr_60min,0.40742857292645573,0.15259411680459697
124,x_chaikin_osc_240min,0.12452034298529466,0.15040086299341365
125,x_p_ret_4h,0.4707393000013806,0.15012240029208956
126,x_ma20_240min,0.9470063036002705,0.14954093075180938
127,x_bid_ask_proxy_60min,0.21979170119997968,0.14498789217550204
128,x_gap_ratio_240min,0.3687973638418423,0.14457762075705288
129,x_overnight_return_240min,0.3687973638418423,0.14457762075705288
130,x_overnight_vol_240min,0.3687973638418423,0.1445431658359138
131,x_intraday_vol_240min,0.011812931693891953,0.1403915786867659
132,x_trix_240min,0.014880834286771213,0.13588258502801842
133,x_aroon_osc_240min,0.03674827540163932,0.1341544242066186
134,x_parkinson_vol_60min,0.19357979479248036,0.13296402942850208
135,x_ultosc_240min,0.06425854592645534,0.12893236844466
136,x_bvwap_60min,0.7087423754284438,0.12654739017592165
137,x_vol_mom_60min,0.025131662798870365,0.1262050717542301
138,x_vol_accel_240min,0.2557756353131483,0.12576997105845283
139,x_trend_break_60min,0.037507861267975125,0.11751621047457916
140,x_sell_vol,0.3706501828678875,0.1147113083161165
