,factor,ic_ir,residual_ic_ir
0,x_ma_ret_8h,1.531136540563836,1.4218788412752554
1,x_spread_8h,1.6874409723726451,1.4116452157618
2,x_ma_ret_12h,1.5460163348612663,1.3885022001705096
3,x_volume_ma_ratio_1,0.7535247146258361,1.2533182895720671
4,x_volume_ma_ratio,0.582981481381113,1.1225882567323375
5,x_is_night_1,0.26876000506817416,1.1209666215675478
6,x_spread_12h,1.308863311079522,1.0850323753885247
7,x_price_volume_trend_1,1.09130354423685,1.075340100790858
8,x_price_volume_trend,1.0660184396700363,1.069930142483849
9,x_high_low_ratio,0.02436432680212811,1.0285989064319978
10,x_high_low_ratio_1,0.07259966880240246,1.0280039982394045
11,x_ma_ret_1h,0.9206680266062199,0.9980893800972188
12,x_session_sin_1,0.5263537813513942,0.986454806688615
13,x_ma_ret_4h_1,1.0085160384776128,0.9757875069085853
14,x_ma_ret_20h,1.0923055647654276,0.9743206574367494
15,x_price_delta_trend,0.1773533939055471,0.9482020605033904
16,x_price_delta_trend_1,0.12392591564671157,0.9477895350798573
17,x_ma_ret_6h,1.1387649144862635,0.9447069436479035
18,x_amihud_volatility,0.9530938894990604,0.9327638270383333
19,x_open_interest_1,0.7513530644956707,0.9213395178786473
20,x_relative_volume_1,0.6728873922139235,0.9095590311283316
21,x_open_interest,0.6935150645203043,0.8920743226004417
22,x_amihud_volatility_1,0.9088290642518224,0.8843348436183699
23,x_session_sin,0.26345937184077567,0.8774219559457627
24,x_ma_ret_2h_1,0.8572920747206397,0.8559438856807223
25,x_spread_20h,0.8990092186756812,0.8544303503605046
26,x_close_position_ratio,0.8966717011510407,0.8445261776501463
27,x_ma_ret_2h,0.8494027613005657,0.7775531967003544
28,x_ma_ret_1h_1,0.7881952392159178,0.7740580436730987
29,x_volume_momentum_1,0.722737427353522,0.7707978545262343
30,x_intraday_volatility_1,0.4405688056204076,0.7704586671833046
31,x_trend_strength_1,0.5978375791140701,0.7683046566617135
32,x_spread_20h_1,0.7366780053825916,0.7453939524611334
33,x_distribute_1,0.1286179132725972,0.7441196486319072
34,x_spread_8h_1,0.734652227542666,0.7425357868694802
35,x_is_night,0.004479846547141956,0.7238029925917091
36,x_ma_ret_12h_1,0.7254644315032601,0.7214819920703879
37,x_boll_lower_1,0.7285846799957961,0.6866457478453094
38,x_spread_6h,0.8688031165432055,0.6789066437192639
39,x_ma_ret_6h_1,0.6946596914121465,0.6775494604708576
40,x_boll_lower,0.7076401552871825,0.6733250490564084
41,x_price_delta_1,0.13025608510779077,0.6587601638636722
42,x_spread_6h_1,0.6533346343352499,0.6529566853662719
43,x_spread_4h_1,0.5960471926831103,0.6456607552164573
44,x_price_impact,0.7538117877439576,0.6439255535399739
45,x_price_delta_volume_1,0.13180961413024736,0.6412540422525891
46,x_fractal_dimension,0.8515669175476396,0.6353229225501096
47,x_ma_bar_ret,1.104698764413681,0.6352380805344361
48,x_ma_ret_8h_1,0.6352990097014709,0.6248178086912874
49,x_spread_12h_1,0.6275319964716801,0.6191187442350135
50,x_fractal_dimension_1,0.8933446160982534,0.6147365125772379
51,x_trend_strength,0.43529620645786427,0.6144022603886515
52,x_volume_profile_indicator_1,0.5148065811583731,0.613430678935607
53,x_price_acceleration_1,0.653112180972003,0.6086529351751071
54,x_price_ma250_dev_1,0.619286951604544,0.6043792303711759
55,x_price_ma250_dev,0.5973214146051113,0.6015222527987873
56,x_volume_acceleration_1,0.601188166933912,0.5999989287068275
57,x_volume_change_rate_1,0.5088551975089814,0.5920546588929958
58,x_linearreg_ma_1,0.5477945895857406,0.5744479639230206
59,x_p_ret_12h_1,0.6024180321498753,0.5656947869204011
60,x_p_ret_12h,0.9846224416104907,0.5616902499970591
61,x_adx_1,0.29849623993461044,0.5605323308372723
62,x_rsi_14d,0.1948761428831715,0.5552660837434348
63,x_liquidity_indicator_1,0.503700123904083,0.5522076341272587
64,x_p_ret_8h_1,0.6194714875109936,0.5518538239373146
65,x_p_ret_4h_1,0.6194714875109936,0.5518538239373146
66,x_p_ret_6h_1,0.6194714875109936,0.5518538239373146
67,x_overnight_return,0.7371357745190882,0.5504319139393062
68,x_overnight_volatility,0.7371357745190882,0.5499487051377363
69,x_ma_ret_20h_1,0.5724780097851957,0.5456643494397827
70,x_p_ret_1h_1,0.6067247786051735,0.5448156931218153
71,x_p_ret_2h_1,0.6067247786051735,0.5448156931218153
72,x_return_1d_1,0.6067247786051735,0.5448156931218153
73,x_log_return_1d_1,0.6067247786051735,0.543575123609331
74,x_cvd,0.35743837958536934,0.540945031589233
75,x_volume_profile_indicator,0.4119016480314329,0.5395356888746895
76,x_ma_afternoon_ret,0.5099363238211766,0.5357031201298765
77,x_cvd_1,0.37200381020376544,0.5282872651621332
78,x_ma_bar_ret_1,0.5065689439576115,0.49627551089855304
79,x_donchian_position,0.4246606344077121,0.4933010796255568
80,x_adx,0.20894437814634173,0.4883799677624731
81,x_linearreg_ma,0.311941138315733,0.4858089530444693
82,x_close_position_ratio_1,0.3698805270872173,0.4843545805965984
83,x_rsi_14d_1,0.0187099751593464,0.4745669193603132
84,x_aroon_up,0.27072763213102014,0.4735191254852258
85,x_overnight_return_1,0.4683822449599856,0.46195148771469824
86,x_overnight_volatility_1,0.4683822449599856,0.46078750082467107
87,x_accumulation_distribution,0.5167755340601997,0.45407779695580014
88,x_trend1_1,0.3211132211671587,0.4524859930853242
89,x_volume_change_rate,0.5554798052827986,0.4458527742467392
90,x_accumulation_distribution_1,0.53841717233031,0.4436770624558201
91,x_liquidity_indicator,0.5157699712971195,0.443299476104097
92,x_market_depth_imbalance,0.10738387024699657,0.4418371443933994
93,x_hurst_exponent,0.18254732003613686,0.43927894367052195
94,x_hurst_exponent_1,0.15952877623773937,0.4376403547517282
95,x_volume_price_correlation_1,0.41150066718013684,0.42615969469343445
96,x_spread_2h_1,0.39029767247364927,0.41951486967919577
97,x_distribute,0.19109643175992538,0.41621626701861086
98,x_spread_1h_1,0.3989494256593143,0.41390809723467487
99,x_price_impact_1,0.52611147205897,0.41061350296552407
100,x_relative_volume,0.050174323683239756,0.4022160551007092
101,x_aroon_up_1,0.23901251903195145,0.3935354875699281
102,x_ofi_1,0.44822576690403565,0.3889295169410679
103,x_volume_price_correlation,0.35417703406608164,0.38119232372723966
104,x_parkinson_volatility_1,0.09276886595824962,0.3789923127707208
105,x_price_acceleration,0.869068649093778,0.37892667318915657
106,x_price_channel_breakout,0.1378785554850309,0.378274661996269
107,x_bollinger_position,0.32227675337433004,0.37668873099349487
108,x_p_ret_20h,0.8436152630687205,0.37399560788973174
109,x_stoch_k,0.2031934371280191,0.3729903163972825
110,x_p_ret_20h_1,0.39866283173325595,0.3693287825700854
111,x_parkinson_volatility,0.062449406452602836,0.3624541387912089
112,x_p_ret_6h,0.798577968631819,0.3515382001548221
113,x_p_ret_8h,0.798577968631819,0.3515382001548221
114,x_p_ret_4h,0.798577968631819,0.3515382001548221
115,x_spread_1h,0.4160825529375902,0.335736579547954
116,x_bid_ask_spread_proxy_1,0.07268729102936543,0.334052538913787
117,x_intraday_return_1,0.4026471022718067,0.3261230097219785
118,x_buy_vol_1,0.19978259703244136,0.3236198663245743
119,x_sell_vol_1,0.17253737591201193,0.3236043916884836
120,x_bid_ask_spread_proxy,0.021493013462815857,0.3223443561725731
121,x_donchian_position_1,0.16007505985369905,0.32152675234582845
122,x_chaikin_oscillator_1,0.30765610362186213,0.31973530595797384
123,x_keltner_position,0.31657923144326167,0.3185206463519492
124,x_chaikin_oscillator,0.2097468414525355,0.31050023971210466
125,x_trend,0.90651595852188,0.3088033321387229
126,x_parabolic_sar_1,1.044374814622328,0.30877151900065825
127,x_effort_vs_result_1,0.3617130023671858,0.30417548216097534
128,x_aroon_down,0.1827706917751973,0.3038322019734808
129,x_delta_1,0.36386011644585237,0.3009117361303406
130,x_skewness_1,0.25826294833976526,0.2974308561899735
131,x_klinger_1,0.272403802184124,0.29623927804582334
132,x_volume_weighted_return,0.19173638390273406,0.2921189094489481
133,x_volume_weighted_return_1,0.26680385394665324,0.2871120964421392
134,x_ad_1,0.26112593061846895,0.2787192588006804
135,x_volatility_ratio_1,0.28353332997451774,0.2777307266241243
136,x_klinger,0.2199851738813137,0.2736081030826438
137,x_skewness,0.22979170639911498,0.26299686579903103
138,x_intraday_volatility,0.03891477189519304,0.2568496415311337
139,x_vwap_dev,0.4597708660646665,0.25639001483658724
140,x_realized_volatility,0.48352339784886406,0.251484778506795
141,x_kyle_lambda,0.4138728463236243,0.2510544386494364
