,factor,ic_ir,residual_ic_ir
0,x_fractal_dimension_1,0.16225094815065585,0.8231529322461698
1,x_high_low_ratio_1,0.02410878121990796,0.811940957104171
2,x_high_low_ratio,0.014004786045136731,0.8112918540717935
3,x_fractal_dimension,0.16892921813221903,0.806267086851569
4,x_is_night_1,0.27389573013527335,0.7969895328208717
5,x_is_night,0.38403892084090685,0.7956066951120364
6,x_session_sin_1,0.23865148182905746,0.6859291485909512
7,x_session_sin,0.270212173706316,0.6500576328087632
8,x_volume_ma_ratio_1,0.159745680474654,0.6184886882550694
9,x_price_volume_trend,0.5327351464456676,0.5736124124147853
10,x_liquidity_indicator,0.3730467388424846,0.5702624060059488
11,x_ma_ret_6h,0.3818578731346607,0.5702189858928004
12,x_price_volume_trend_1,0.5130856686255134,0.5555829595071898
13,x_money_flow_ratio,0.3368469569467188,0.5343233011728594
14,x_money_flow_index,0.3366474255919715,0.5342677221846299
15,x_aroon_up,0.3464439766304114,0.5304207591929284
16,x_ma_ret_20h,0.5855725801113197,0.5203292607116516
17,x_ultimate_oscillator_1,0.19284515420340792,0.5151881520463638
18,x_open_interest_1,0.12581322111926022,0.49428457076109517
19,x_liquidity_indicator_1,0.40819259999156715,0.49392149818131076
20,x_open_interest,0.11367362998013109,0.4850025247265991
21,x_money_flow_ratio_1,0.25969897005668346,0.4791557546510313
22,x_money_flow_index_1,0.2597046356474222,0.4791270934782498
23,x_spread_20h,0.4214188660358991,0.47467981714805185
24,x_aroon_up_1,0.3152206790189516,0.4695219702278406
25,x_kyle_lambda_lag_1,0.46438960329914775,0.4629190937907668
26,x_kyle_lambda_lag,0.4321485794228629,0.430188382854603
27,x_spread_20h_1,0.3340373481687235,0.42087089494556584
28,x_ultimate_oscillator,0.1778114613027257,0.4193681258629031
29,x_vwap_1,0.5960406539002476,0.4129296661507766
30,x_ma_ret_8h,0.4426169915650024,0.40781328748029966
31,x_volume_weighted_return,0.3482095680902129,0.40174322835779835
32,x_vol_weighted_return,0.3482095680902129,0.40174322835779835
