trial,score,cv_score,mac,n_factors,optional,all_factors
23,4.688588665833138,4.7254887475656755,0.14760032693014927,7,x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator
21,4.327348366463317,4.3600807080257225,0.13092936624962084,6,x_hurst_exponent|x_kyle_lambda_lag|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_hurst_exponent|x_kyle_lambda_lag|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator
22,4.327348366463317,4.3600807080257225,0.13092936624962084,6,x_hurst_exponent|x_kyle_lambda_lag|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_hurst_exponent|x_kyle_lambda_lag|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator
20,4.327348366463317,4.3600807080257225,0.13092936624962084,6,x_hurst_exponent|x_kyle_lambda_lag|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_hurst_exponent|x_kyle_lambda_lag|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator
19,4.281241822350403,4.308627464119523,0.10954256707647884,7,x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator
14,4.270764883281232,4.290726400454724,0.07984606869396628,7,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator
15,4.270764883281232,4.290726400454724,0.07984606869396628,7,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator
13,4.270764883281232,4.290726400454724,0.07984606869396628,7,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_kurtosis|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator
24,4.172399443351548,4.196981840489717,0.09832958855267553,6,x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_price_volume_trend|x_open_interest|x_liquidity_indicator
26,4.16461948169712,4.195547315027206,0.1237113333203452,8,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_accumulation_distribution|x_price_volume_trend|x_open_interest|x_liquidity_indicator
12,4.152426920183041,4.182207166844844,0.11912098664721131,5,x_trend_strength|x_hurst_exponent|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator
8,4.152426920183041,4.182207166844844,0.11912098664721131,5,x_trend_strength|x_hurst_exponent|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator
2,4.152426920183041,4.182207166844844,0.11912098664721131,5,x_trend_strength|x_hurst_exponent|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator,x_trend_strength|x_hurst_exponent|x_accumulation_distribution|x_price_volume_trend|x_liquidity_indicator
7,4.142128196108315,4.172425001097192,0.12118721995551025,6,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_accumulation_distribution|x_open_interest,x_trend_strength|x_hurst_exponent|x_kyle_lambda_lag|x_parabolic_sar|x_accumulation_distribution|x_open_interest
