trial,score,cv_score,fold_std,mean_abs_corr,n_factors,optional,all_factors
29,1.1824656659324453,1.6634786369047911,0.5958015816452314,0.12405188388938396,11,x_session_sin|x_spread_12h|x_price_delta_trend|x_absorption|x_ma_ret_20h|x_ma_ret_6h|x_is_night_1|x_price_volume_trend_1|x_cvd,x_vwap|x_ma_ret_4h|x_session_sin|x_spread_12h|x_price_delta_trend|x_absorption|x_ma_ret_20h|x_ma_ret_6h|x_is_night_1|x_price_volume_trend_1|x_cvd
15,0.735647411996447,1.3155762979242398,1.0627734841325134,0.10621877091854254,10,x_session_sin|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_20h|x_is_night_1|x_price_volume_trend_1|x_cvd,x_vwap|x_ma_ret_4h|x_session_sin|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_20h|x_is_night_1|x_price_volume_trend_1|x_cvd
12,0.703060604948056,1.1873417774857282,0.5463105611455524,0.07897327815900469,9,x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_is_night_1|x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_is_night_1|x_price_volume_trend_1
37,0.6495257659419318,1.223747395672776,0.6608829419581743,0.12005831723753604,11,x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_ma_ret_8h|x_is_night_1|x_price_volume_trend_1|x_cvd,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_ma_ret_8h|x_is_night_1|x_price_volume_trend_1|x_cvd
39,0.6068930181061654,1.0522194207497773,0.8001965518649757,0.12907650972471746,10,x_volume_ma_ratio_1|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_ma_ret_8h|x_is_night_1|x_price_volume_trend_1|x_cvd,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_ma_ret_8h|x_is_night_1|x_price_volume_trend_1|x_cvd
5,0.6038555441899167,1.148410831663265,0.7258820314238476,0.0974989802805208,10,x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_high_low_ratio|x_is_night_1|x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_high_low_ratio|x_is_night_1|x_price_volume_trend_1
23,0.5658646914922791,1.0530239889348838,0.6279064646936063,0.07071293806755169,9,x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_high_low_ratio|x_is_night_1,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_12h|x_high_low_ratio|x_is_night_1
24,0.3197882792267661,0.9789275162335468,0.6162675616134662,0.11569465450070114,11,x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_ma_ret_12h|x_ma_ret_8h|x_high_low_ratio|x_liquidity_indicator_1|x_is_night_1|x_price_volume_trend_1,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_ma_ret_12h|x_ma_ret_8h|x_high_low_ratio|x_liquidity_indicator_1|x_is_night_1|x_price_volume_trend_1
40,0.29914993489783515,0.9968875332138697,0.6487177281105702,0.08692400326223838,11,x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_8h|x_liquidity_indicator|x_is_night_1|x_price_volume_trend_1|x_cvd,x_vwap|x_ma_ret_4h|x_volume_ma_ratio_1|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_8h|x_liquidity_indicator|x_is_night_1|x_price_volume_trend_1|x_cvd
35,0.27395187154842454,0.9559252143122035,0.9585154725440308,0.07581966465927716,10,x_session_sin|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_20h|x_volume_profile_indicator|x_is_night_1|x_cvd,x_vwap|x_ma_ret_4h|x_session_sin|x_spread_20h|x_price_delta_trend|x_absorption|x_ma_ret_20h|x_volume_profile_indicator|x_is_night_1|x_cvd
