,factor,ic_ir,residual_ic_ir
0,x_price_jump_240min_1,0.3305264390258718,1.0870138665073088
1,x_trend_break_watch_8slot_1,0.13775173048863357,0.9247305845622887
2,x_trend_8slot_1,0.28879652342153517,0.8948087591164161
3,x_session_sin_1,0.8188447853185823,0.8348978587336269
4,x_price_jump_240min,0.2315958739970104,0.8135442503397813
5,x_price_jump_8slot,0.1420104249893243,0.7697466023512413
6,x_vol_change_rate_240min,0.4968565545319687,0.7215070145039957
7,x_vol_change_rate_240min_1,0.39273132085790285,0.6849167749504422
8,x_price_delta_volume_8slot_1,0.0698818549944734,0.608920653110631
9,x_price_delta_trend_8slot,0.2918024042852734,0.5814282949684886
10,x_price_delta_trend_8slot_1,0.3238065153524954,0.5795944868769801
11,x_trend_8slot,0.2195733759897809,0.5784786518372763
12,x_price_ma250_dev_240min,0.5122382185164716,0.5147320168810056
13,x_price_ma250_dev_240min_1,0.5186139514118819,0.5093276998240776
14,x_distribute_8slot,0.37935885280672177,0.5029147353315568
15,x_ma_bar_ret,,0.4772754027464961
16,x_distribute_8slot_1,0.04178363262611164,0.46451319792103674
17,x_absorption_8slot_1,0.03949027391648345,0.46375887575206004
18,x_boll_lower_8slot_1,0.7633865813414535,0.46202320574810146
19,x_spread_2h,,0.4619701568073449
20,x_rel_vol_240min,0.41320763089830315,0.45304548394524236
21,x_boll_lower_8slot,0.7662497596385819,0.44894405018626976
22,x_close_pos_ratio_8slot,0.4141729287415129,0.44599952747046623
23,x_rel_vol_240min_1,0.4121465254650991,0.4423481930256512
24,x_price_channel_breakout_8slot,0.11537446002224558,0.4422869480765049
25,x_obv_240min,0.6139759214305157,0.4358006737778618
26,x_price_delta_volume_8slot,0.007725110613639873,0.4312096119409022
27,x_obv_240min_1,0.6366900744899767,0.42919419299449046
28,x_absorption_8slot,0.20955300340713207,0.42392216167218594
29,x_linearreg_ma_240min_1,0.3703944754639413,0.4186206975229379
30,x_ma20_ma60_240min,0.037006452277154184,0.4084229890578828
31,x_ma20_ma60_240min_1,0.03727407811026934,0.40827918610850944
32,x_sar_diff_240min_1,0.3547669774475883,0.40692230859459294
33,x_ma20_8slot_1,0.8214607315014646,0.4068735244505529
34,x_cvd_8slot_1,0.0965409318278077,0.4058509000795883
35,x_price_channel_breakout_8slot_1,0.14420670814611722,0.4054173924403366
36,x_ma20_8slot,0.8226488441408966,0.40364365089127396
37,x_cvd_8slot,0.10072886522507139,0.40025155430456594
38,x_sar_diff_240min,0.30196491308744017,0.39657475403981923
39,x_liquidity_240min_1,0.20118035181417493,0.39581344872282703
40,x_volume_profile_240min_1,0.3286898652939589,0.3852374047188123
41,x_linearreg_ma_240min,0.30586686489223364,0.3850975010456754
42,x_ma_midday_ret_1,,0.3827354031552253
