,factor,ic_ir,residual_ic_ir
0,x_is_night,0.41887784863274846,0.8236336746370369
1,x_high_low_ratio_1,0.07566672007199413,0.8087061300417766
2,x_high_low_ratio,0.07379487843316919,0.8070797871205013
3,x_fractal_dimension_1,0.26554719255974324,0.7796349940976548
4,x_session_sin,0.2838005338563353,0.7553746908280687
5,x_fractal_dimension,0.3050812696201104,0.7371851499884174
6,x_ma_ret_6h,0.6199206392250965,0.7331632069514799
7,x_ma_ret_20h,0.7608745227808011,0.7180668571776542
8,x_spread_20h,0.5785323467767098,0.6934200898048473
9,x_is_night_1,0.15281286543720393,0.6520068141177923
10,x_ma_ret_12h,0.6683759820215311,0.617303054472992
11,x_money_flow_index,0.4302145892091235,0.6100633811388675
12,x_money_flow_ratio,0.4301140861139945,0.6094528668492539
13,x_ma_ret_8h,0.6564765995245193,0.6062548520655414
14,x_price_volume_trend,0.5561419190247031,0.5899429598599105
15,x_spread_12h,0.5197861256020327,0.5833871204774612
16,x_price_volume_trend_1,0.5439683653902799,0.5786456065020015
17,x_liquidity_indicator,0.4040598127795216,0.5751483780581297
18,x_open_interest,0.14062436887618499,0.5602282133773995
19,x_session_sin_1,0.1571138105045059,0.5525382297824816
20,x_open_interest_1,0.133151131697005,0.5513883705606816
21,x_money_flow_index_1,0.3437519204274822,0.5465682385921887
22,x_money_flow_ratio_1,0.3436824062729343,0.5464027492416661
23,x_price_jump,0.16928417582157274,0.5419501855570971
24,x_ultimate_oscillator_1,0.23502141783101863,0.5318289115688255
25,x_spread_12h_1,0.39390630706659846,0.5096439763121291
26,x_liquidity_indicator_1,0.45642977020777187,0.504103407596459
27,x_spread_8h,0.47804965230045526,0.5006362356716316
28,x_volume_ma_ratio_1,0.0627387444712262,0.499572684151888
29,x_spread_20h_1,0.3670554366413998,0.4939177643259127
30,x_ma_ret_2h_1,0.21743204885060544,0.48864095565322613
31,x_price_jump_1,0.00888629914226936,0.4806371010680335
32,x_ma_ret_1h_1,0.16327915874511667,0.4805715861010203
33,x_aroon_up,0.2533676304011189,0.4688733470264875
34,x_aroon_up_1,0.2880990363008708,0.46339949023849564
35,x_vwap_1,0.6005730088469465,0.4409317364332527
36,x_spread_8h_1,0.3426449753959288,0.4341497612750166
37,x_ultimate_oscillator,0.21132433311647322,0.4277731762283363
38,x_hurst_exponent_1,0.2133029978032257,0.4258491235746872
39,x_hurst_exponent,0.1863331205073783,0.42288178447985436
40,x_stoch_k,0.36494376890654334,0.4177985840551575
41,x_rsi_14d_1,0.15311010278690843,0.4116800975397401
42,x_kyle_lambda_lag_1,0.4062030787043391,0.4054960513004686
43,x_rsi_14d,0.1569234657057954,0.3881854841918409
44,x_ma_bar_ret,0.5833528796694483,0.3877291499659347
45,x_stoch_d,0.287739624175079,0.3813917161273375
46,x_stoch_k_1,0.2815678646392751,0.37936260642097336
47,x_accumulation_distribution_1,0.6206329857074186,0.37177251459161054
48,x_kyle_lambda_lag,0.37059678882612923,0.36988768212257006
49,x_spread_1h_1,0.042302183520450384,0.3461987406594599
50,x_accumulation_distribution,0.6005403232622929,0.3416926311468621
51,x_price_impact_1,0.4023578913560414,0.33795436839892945
52,x_price_reversal_1d,0.13726726276383178,0.3373188276751859
53,x_ma_ret_1h,0.3773861857589871,0.3354319586708067
54,x_stoch_d_1,0.20611888728155411,0.33240461172939356
55,x_ma_afternoon_ret,0.4575506627533223,0.3308364226834455
56,x_spread_6h,0.34058803355182404,0.3290361724774579
57,x_return_5d_1,0.5154320243158844,0.32800594093376073
58,x_volume_ma_ratio,0.04351691858597886,0.3269253865595894
59,x_amihud_volatility_1,0.32132734197266516,0.3235852842498479
60,x_price_reversal_1d_1,0.020562825084461417,0.3196416418770013
61,x_volume_profile_fast_1,0.4194582831984164,0.31082164043448934
62,x_volume_profile_indicator_1,0.4194582831984164,0.31082164043448934
63,x_price_impact,0.38748083786378107,0.30505326672618166
64,x_price_channel_breakout,0.16997437345271196,0.29958591770939624
65,x_vol_weighted_return,0.22521091278289257,0.29905710003038777
66,x_volume_weighted_return,0.22521091278289257,0.29905710003038777
67,x_spread_2h_1,0.03883974721821671,0.2912623834325184
68,x_bollinger_position_1,0.26487214156072125,0.2888157097337779
69,x_p_ret_20h_1,0.4693260389068884,0.2849010739428313
70,x_ma_ret_20h_1,0.544889839387933,0.2775034273491181
71,x_volume_profile_indicator,0.38324478946413404,0.2719648741812637
72,x_volume_profile_fast,0.38324478946413404,0.2719648741812637
73,x_skewness_1,0.2173436010935289,0.27175766668750667
74,x_macd_histogram,0.40402895049562965,0.2712870476028836
75,x_skewness,0.19832158098001282,0.26977105714418126
76,x_amihud_volatility,0.2670808248646131,0.26933579537131896
77,x_donchian_position_1,0.20706808265056903,0.2692183182935587
78,x_donchian_position,0.22734889029080754,0.2663022011638131
79,x_macd_histogram_1,0.34435264013366956,0.26576928352536744
80,x_volume_weighted_return_1,0.21310883636611658,0.2643166407869618
81,x_vol_weighted_return_1,0.21310883636611658,0.2643166407869618
82,x_linearreg_ma_1,0.33809400347107305,0.2633647841608929
83,x_ma_ret_8h_1,0.5854928224421868,0.2608612258152886
84,x_bollinger_position,0.2585958896108972,0.2547319798988238
85,x_kurtosis_1,0.19207988119993372,0.2545404573314939
86,x_boll_lower,0.6274102132030915,0.2511351495629092
87,x_volume_change_rate,0.1273922458578314,0.2505165946204498
