trial,score,oos_sharpe,mean_abs_corr,n_factors,optional,all_factors
41,1.941779447141743,1.9609621397892054,0.07673077058984884,13,x_spread_20h|x_ma_ret_6h|x_price_jump_1|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_ratio|x_kyle_lambda_lag|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_price_jump_1|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_ratio|x_kyle_lambda_lag|x_open_interest
45,1.86729578800162,1.8878241143368166,0.08211330534078626,12,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest
60,1.835455266031329,1.853347007971249,0.07156696775968056,11,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_liquidity_indicator_1|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest_1,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_liquidity_indicator_1|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest_1
59,1.835455266031329,1.853347007971249,0.07156696775968056,11,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_liquidity_indicator_1|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest_1,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_liquidity_indicator_1|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest_1
48,1.8267697417369488,1.8458076326220831,0.07615156354053733,10,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest
47,1.8267697417369488,1.8458076326220831,0.07615156354053733,10,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent|x_high_low_ratio|x_money_flow_index|x_kyle_lambda_lag|x_open_interest
56,1.8195130965022965,1.8389072751977247,0.0775767147817123,13,x_spread_20h|x_ma_ret_6h|x_price_jump|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_ratio|x_kyle_lambda_lag_1|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_price_jump|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_ratio|x_kyle_lambda_lag_1|x_open_interest
54,1.8195130965022965,1.8389072751977247,0.0775767147817123,13,x_spread_20h|x_ma_ret_6h|x_price_jump|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_ratio|x_kyle_lambda_lag_1|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_price_jump|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio|x_money_flow_ratio|x_kyle_lambda_lag_1|x_open_interest
35,1.8140845457597135,1.8344843908685446,0.08159938043532518,12,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio_1|x_money_flow_ratio|x_kyle_lambda_lag|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio_1|x_money_flow_ratio|x_kyle_lambda_lag|x_open_interest
34,1.8140845457597135,1.8344843908685446,0.08159938043532518,12,x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio_1|x_money_flow_ratio|x_kyle_lambda_lag|x_open_interest,x_vwap|x_ma_ret_4h|x_spread_20h|x_ma_ret_6h|x_is_night|x_hurst_exponent_1|x_aroon_up|x_liquidity_indicator|x_high_low_ratio_1|x_money_flow_ratio|x_kyle_lambda_lag|x_open_interest
