trial,score,oos_sharpe,mean_abs_corr,n_factors,optional,all_factors
124,1.8222391526111301,1.8481955294049581,0.10382550717531179,16,x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_macd_hist_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_vwap_pv|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_price_jump_240min|x_overnight_vol_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_macd_hist_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_vwap_pv|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_price_jump_240min|x_overnight_vol_8slot|x_distribute_8slot
101,1.7262205543865994,1.7540031581142095,0.11113041491044047,15,x_linearreg_ma_240min|x_price_channel_breakout_240min|x_macd_hist_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_pvt_8slot|x_obv_240min|x_high_low_ratio_240min|x_cvd_8slot|x_gap_ratio_8slot|x_trend1_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_price_channel_breakout_240min|x_macd_hist_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_pvt_8slot|x_obv_240min|x_high_low_ratio_240min|x_cvd_8slot|x_gap_ratio_8slot|x_trend1_8slot|x_distribute_8slot
110,1.7115902226244333,1.7385484376248461,0.10783286000165145,16,x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_vol_8slot|x_trend_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_vol_8slot|x_trend_8slot|x_distribute_8slot
119,1.693284135667145,1.7189339058512303,0.10259908073634062,16,x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_mom_240min|x_open_interest_x|x_price_delta_volume_8slot|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_price_jump_240min|x_overnight_vol_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_mom_240min|x_open_interest_x|x_price_delta_volume_8slot|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_price_jump_240min|x_overnight_vol_8slot|x_distribute_8slot
148,1.6543870449787121,1.6819920483543782,0.1104200135026639,17,x_linearreg_ma_240min|x_p_ret_12h|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_p_ret_12h|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
145,1.6543870449787121,1.6819920483543782,0.1104200135026639,17,x_linearreg_ma_240min|x_p_ret_12h|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_p_ret_12h|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
137,1.6501745861791475,1.677263279795886,0.10835477446695399,15,x_linearreg_ma_240min|x_p_ret_12h|x_price_channel_breakout_240min|x_macd_hist_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_cvd_8slot|x_gap_ratio_8slot|x_trend_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_p_ret_12h|x_price_channel_breakout_240min|x_macd_hist_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_cvd_8slot|x_gap_ratio_8slot|x_trend_8slot|x_distribute_8slot
131,1.6304608638724043,1.6544781782211488,0.0960692573949783,17,x_linearreg_ma_240min|x_hurst_240min|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_price_delta_volume_8slot|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_vol_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_hurst_240min|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_price_delta_volume_8slot|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_overnight_vol_8slot|x_distribute_8slot|x_liquidity_240min
147,1.6227013840268434,1.6474488669327974,0.09898993162381547,15,x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_macd_hist_240min|x_rel_vol_240min|x_vol_mom_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_cvd_8slot|x_overnight_vol_8slot|x_trend_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_macd_hist_240min|x_rel_vol_240min|x_vol_mom_240min|x_open_interest_x|x_turnover_x|x_pvt_8slot|x_cvd_8slot|x_overnight_vol_8slot|x_trend_8slot|x_distribute_8slot
105,1.621359039306482,1.6485376674834356,0.1087145127078141,15,x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_sar_diff_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_gap_ratio_8slot|x_trend_8slot|x_distribute_8slot,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_sar_diff_240min|x_rel_vol_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_pvt_8slot|x_high_low_ratio_240min|x_cvd_8slot|x_gap_ratio_8slot|x_trend_8slot|x_distribute_8slot
