datetime,date,time,prediction,actual_return,strategy_return,daily_volume,position,cumulative_value,price,is_switch,signal,price_return
2020-01-02 14:59:00,2020-01-02,14:59,0.001204805432970794,0.0,0.0,0,0.0,1.0,6344.0,False,0.0,0.0
2020-01-02 22:59:00,2020-01-02,22:59,0.001450078348949765,0.006935687263556201,0.0,1,0.0,1.0,6388.0,False,1.0,0.006935687263556201
2020-01-03 11:29:00,2020-01-03,11:29,0.0013507583536247563,-0.003130870381966133,-0.003130870381966133,0,1.0,0.9968691296180339,6368.0,False,1.0,-0.003130870381966133
2020-01-03 14:59:00,2020-01-03,14:59,0.0016625248849013899,-0.00816582914572861,-0.00816582914572861,0,1.0,0.9887033004723053,6316.0,False,1.0,-0.00816582914572861
2020-01-06 11:29:00,2020-01-06,11:29,-0.002314950332466288,0.011082963901203335,0.011082963901203335,0,1.0,0.9997862643735086,6386.0,False,0.0,0.011082963901203335
2020-01-06 14:59:00,2020-01-06,14:59,0.0014920573406127474,-0.008142812402129662,-0.0,1,0.0,0.9997862643735086,6334.0,False,1.0,-0.008142812402129662
2020-01-06 22:59:00,2020-01-06,22:59,0.00219751862143617,-0.009156930849384293,-0.009156930849384293,1,1.0,0.9906293335241243,6276.0,False,1.0,-0.009156930849384293
2020-01-07 11:29:00,2020-01-07,11:29,0.0004777945274219947,0.008922880815806167,0.008922880815806167,0,1.0,0.9995522143399305,6332.0,False,1.0,0.008922880815806167
2020-01-07 14:59:00,2020-01-07,14:59,0.0009635459781404524,0.0037902716361339905,0.0037902716361339905,0,1.0,1.0033424859760645,6356.0,False,1.0,0.0037902716361339905
2020-01-07 22:59:00,2020-01-07,22:59,0.0021198456969112813,-0.0009439899307740474,-0.0009439899307740474,0,1.0,1.0023984960452905,6350.0,False,1.0,-0.0009439899307740474
2020-01-08 11:29:00,2020-01-08,11:29,0.001729658989267312,-0.0047244094488189115,-0.0047244094488189115,0,1.0,0.9976740865964715,6320.0,False,1.0,-0.0047244094488189115
2020-01-08 14:59:00,2020-01-08,14:59,0.0011803081388307075,-0.0022151898734177333,-0.0022151898734177333,0,1.0,0.9954588967230538,6306.0,False,1.0,-0.0022151898734177333
2020-01-08 22:59:00,2020-01-08,22:59,0.0011409797213586524,0.005074532191563508,0.005074532191563508,0,1.0,1.0005334289146173,6338.0,False,1.0,0.005074532191563508
2020-01-09 11:29:00,2020-01-09,11:29,0.0008578983167750668,0.004102240454401995,0.004102240454401995,0,1.0,1.0046356693690193,6364.0,False,1.0,0.004102240454401995
2020-01-09 14:59:00,2020-01-09,14:59,0.0009687918835816997,0.0028284098051540862,0.0028284098051540862,0,1.0,1.0074640791741734,6382.0,False,1.0,0.0028284098051540862
