,factor,ic_ir,residual_ic_ir
0,x_ma20_ma60_240min,0.044326765202027746,0.7126373273767479
1,x_session_sin,0.2785021504403708,0.6835525167766342
2,x_is_night,0.4313121304282525,0.6724376053407976
3,x_ma5_ma20_60min,0.14221217045628998,0.6539114422338548
4,x_ma20_ma60_60min,0.0511118846421293,0.650340641223553
5,x_ma5_ma20_240min,0.046817697038979436,0.647458354450014
6,x_vpin_240min,0.22716858092194084,0.6332282478405479
7,x_trend_60min,0.16246070340117297,0.6293046931962579
8,x_high_low_ratio_60min,0.22446950879894004,0.6265035489539945
9,x_high_low_ratio_240min,0.1599358014603405,0.6205788991349492
10,x_spread_4h,,0.6173706706156102
11,x_vpin_zscore_filtered_240min,0.099392679712091,0.6147582846617374
12,x_vwap_dev_60min,0.18529286527275438,0.593987752282539
13,x_vwap_dev_240min,0.06627661609800226,0.5887732478372877
14,x_spread_1h,,0.5878394218353659
15,x_price_jump_240min,0.011691755474421252,0.5864865464920367
16,x_price_delta_volume_60min,0.14245339433050086,0.5852693798928323
17,x_price_delta_trend_60min,0.11347948611313108,0.5831745820077445
18,x_fractal_dim_60min,0.37756004029641843,0.5816823344585723
19,x_price_jump_60min,0.06317344437672456,0.5777290239300943
20,x_trend_break_watch_60min,0.010550995199519181,0.566554722309726
21,x_spread_6h,,0.5571397711872135
22,x_spread_2h,,0.554862924572708
23,x_distribute_60min,0.1449591179597022,0.5443004846177667
24,x_vpin_zscore_filtered_60min,0.009785932176113283,0.5437106545347598
25,x_trend1_60min,0.04508185815114832,0.5403897383556505
26,x_cvd_60min,0.11702633814712449,0.5300604269656803
27,x_price_ma250_dev_240min,0.6013399437630519,0.5213165348649461
28,x_rel_vol_240min,0.20532408364332155,0.48912022771590363
29,x_volume_profile_60min,0.45041001809061104,0.48189609232599107
30,x_price_channel_breakout_60min,0.08047549898132846,0.47155743301753134
31,x_price_delta_60min,0.13315291319841852,0.46830773428746375
32,x_open_interest_y,0.024968727605489186,0.4645280027270708
33,x_boll_lower_60min,0.7232238151367469,0.45982551212702644
34,x_fractal_dim_240min,0.33778195715010956,0.45094664777014354
35,x_absorption_60min,0.0005832529435306733,0.4461350621850014
36,x_price_reversal_60min,0.01843914413361956,0.44565633865514526
37,x_open_interest_x,0.01147300537013631,0.44017926687604997
38,x_vol_ma_ratio_240min,0.001741084321250842,0.4366689310215173
39,x_p_ret_2h,0.159898144795597,0.42954505300792584
40,x_trend_break2_60min,0.08094993582518126,0.42380897675885
41,x_spread_8h,,0.4086144571227159
42,x_delta,0.19559926772299616,0.4066239493991124
43,x_effort_vs_result_60min,0.19832084066863784,0.4021819372132183
44,x_hurst_240min,0.2809021172760692,0.39613800880236816
45,x_delta_x_vpin_60min,0.18010311677507723,0.3868774008617333
46,x_log_return_1_60min,0.15009612917937248,0.37184353774925927
47,x_p_ret_1h,0.15008141374080147,0.36955901910950306
48,x_return_1_60min,0.15009612917937248,0.3695242862486109
49,x_market_depth_imbalance_60min,0.024521968552076723,0.35240586064288776
50,x_bvwap_v,0.39233429183125246,0.34730819838126525
51,x_liquidity_240min,0.041679900270081435,0.33925940792169496
52,x_vwap_240min,0.7199825941118649,0.33529418380027076
53,x_ma20_60min,0.7976161109902504,0.3222100734156958
54,x_ad_line_60min,0.8948583462591504,0.3211856073942553
55,x_rvi_60min,0.03296368453676203,0.32005369802533196
56,x_parkinson_vol_240min,0.19858407062804043,0.31591999653578784
57,x_spread_12h,,0.3155951642900511
58,x_mom20_60min,0.004843816424101604,0.3130679984453736
59,x_p_ret_20h,0.004843816424101604,0.3130679984453736
60,x_bvwap_dev_60min,0.1717777303994859,0.3082336208047907
61,x_bid_ask_proxy_240min,0.16130622749249265,0.3060706683930052
62,x_linearreg_ma_240min,0.12700676909340686,0.3040650901719366
63,x_klinger_60min,6.075327138609744e-05,0.29780813551545937
64,x_bid_ask_proxy_60min,0.22474704275712606,0.297076840029383
