trial,score,cv_score,fold_std,mean_abs_corr,n_factors,optional,all_factors
40,1.1159299192265535,1.5518694395937365,0.402298849210941,0.06700049500770769,9,x_open_interest_1|x_volume_profile_indicator_1|x_liquidity_indicator|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_8h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_volume_profile_indicator_1|x_liquidity_indicator|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_8h
22,0.9260430890669998,1.5512278459545095,0.6313484236522972,0.12797936332401277,10,x_open_interest_1|x_volume_profile_indicator_1|x_money_flow_index|x_ma_ret_12h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_volume_profile_indicator_1|x_money_flow_index|x_ma_ret_12h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_6h
32,0.9020552363608105,1.3417314272939804,0.22694103799539278,0.13305544545079223,8,x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_ma_ret_6h
31,0.9020552363608105,1.3417314272939804,0.22694103799539278,0.13305544545079223,8,x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_ma_ret_6h
39,0.8992403008931015,1.431223115853626,0.28300786008817486,0.1422449020801023,8,x_open_interest_1|x_ma_ret_20h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_8h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_ma_ret_20h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_8h
5,0.8773505209621758,1.4130158448002466,0.10310492255445589,0.14001190629866128,9,x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret_1|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret_1|x_ma_ret_6h
36,0.7625850105228804,1.288575144726167,0.2403092132216338,0.10913612860047596,9,x_open_interest_1|x_ma_ret_20h|x_high_low_ratio_1|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_ma_afternoon_ret|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_ma_ret_20h|x_high_low_ratio_1|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_ma_afternoon_ret|x_ma_ret_6h
29,0.7495832705690795,1.2358736935108205,0.34192038816185855,0.12797659232609274,9,x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_spread_20h|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_volume_ma_ratio_1|x_spread_20h|x_ma_ret_6h
7,0.7452484927162074,1.3719455296117888,0.22978748334893265,0.048179178851933804,11,x_open_interest|x_volume_profile_indicator|x_money_flow_index|x_high_low_ratio_1|x_liquidity_indicator|x_is_night|x_session_sin|x_spread_12h|x_ma_afternoon_ret,x_vwap|x_ma_ret_4h|x_open_interest|x_volume_profile_indicator|x_money_flow_index|x_high_low_ratio_1|x_liquidity_indicator|x_is_night|x_session_sin|x_spread_12h|x_ma_afternoon_ret
33,0.679191942724913,1.2852944388433483,0.27718689888270504,0.10770590803929153,9,x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_is_night_1|x_session_sin|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_money_flow_index|x_ma_ret_20h|x_liquidity_indicator_1|x_is_night_1|x_session_sin|x_ma_ret_6h
19,0.6745640871668125,1.2298157715013058,0.7587903518430917,0.15435570265957835,9,x_open_interest_1|x_volume_profile_indicator_1|x_money_flow_index|x_ma_ret_20h|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_volume_profile_indicator_1|x_money_flow_index|x_ma_ret_20h|x_spread_20h|x_ma_afternoon_ret|x_ma_ret_6h
6,0.6124290263833054,1.132744716388905,0.29435909539911814,0.10169203480256807,8,x_open_interest_1|x_money_flow_ratio|x_high_low_ratio|x_is_night_1|x_ma_afternoon_ret|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest_1|x_money_flow_ratio|x_high_low_ratio|x_is_night_1|x_ma_afternoon_ret|x_ma_ret_6h
24,0.5886004554146379,1.236316169139041,0.9624404913881611,0.11629024048822476,10,x_open_interest|x_volume_profile_indicator_1|x_money_flow_index|x_ma_ret_12h|x_is_night_1|x_volume_ma_ratio_1|x_spread_20h|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest|x_volume_profile_indicator_1|x_money_flow_index|x_ma_ret_12h|x_is_night_1|x_volume_ma_ratio_1|x_spread_20h|x_ma_ret_6h
27,0.5785882111767202,1.1666274204682405,0.17931416702902703,0.14057336292641928,9,x_open_interest|x_money_flow_index|x_ma_ret_20h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret_1|x_ma_ret_6h,x_vwap|x_ma_ret_4h|x_open_interest|x_money_flow_index|x_ma_ret_20h|x_volume_ma_ratio_1|x_spread_20h|x_ma_afternoon_ret_1|x_ma_ret_6h
