date,prediction,actual_return,strategy_return,daily_volume,position,cumulative_value,price,is_switch,open,signal,price_return
2018-04-17 10:40:00,-0.0006314023544936994,-0.0008032128514056103,-0.0,0,0.0,1.0,4980.0,False,4980.0,-1.0,-0.0008032128514056103
2018-04-17 11:25:00,-0.0014700251224032913,-0.002813504823151125,0.002813504823151125,1,-1.0,1.002813504823151,4976.0,False,4976.0,-1.0,-0.002813504823151125
2018-04-17 14:10:00,-5.678606822810705e-05,0.0016122531237403592,-0.0016122531237403592,0,-1.0,1.0012012516994107,4962.0,False,4962.0,-1.0,0.0016122531237403592
2018-04-17 14:55:00,0.0003477040740316454,0.005231388329979936,-0.005231388329979936,0,-1.0,0.9959698633694308,4970.0,False,4970.0,0.0,0.005231388329979936
2018-04-17 21:35:00,-0.0007016786613067387,-0.0004003202562049557,-0.0,1,0.0,0.9959698633694308,4996.0,False,4996.0,-1.0,-0.0004003202562049557
2018-04-18 09:40:00,-0.0002860443847483538,-0.00040048057669206383,0.00040048057669206383,1,-1.0,0.9963703439461229,4994.0,False,4994.0,-1.0,-0.00040048057669206383
2018-04-18 10:40:00,0.000554278186477453,0.0024038461538462563,-0.0024038461538462563,0,-1.0,0.9939664977922766,4992.0,False,4992.0,0.0,0.0024038461538462563
2018-04-18 11:25:00,-0.0009622735335443395,-0.001998401278976769,-0.0,1,0.0,0.9939664977922766,5004.0,False,5004.0,-1.0,-0.001998401278976769
2018-04-18 14:10:00,-0.00019330783306570093,0.0004004805766919528,-0.0004004805766919528,1,-1.0,0.9935660172155847,4994.0,False,4994.0,-1.0,0.0004004805766919528
2018-04-18 14:55:00,0.00018274087180914856,0.0020016012810248895,-0.0020016012810248895,0,-1.0,0.9915644159345598,4996.0,False,4996.0,0.0,0.0020016012810248895
2018-04-18 21:35:00,-0.0006924418506006467,0.0007990411506193507,0.0,1,0.0,0.9915644159345598,5006.0,False,5006.0,-1.0,0.0007990411506193507
2018-04-19 09:40:00,-0.000175946288934087,0.0011976047904191933,-0.0011976047904191933,1,-1.0,0.9903668111441406,5010.0,False,5010.0,-1.0,0.0011976047904191933
2018-04-19 10:40:00,-0.00023506808176908375,0.0,-0.0,0,-1.0,0.9903668111441406,5016.0,False,5016.0,-1.0,0.0
2018-04-19 11:25:00,-0.0006639617552256757,-0.0015948963317384823,0.0015948963317384823,0,-1.0,0.9919617074758791,5016.0,False,5016.0,-1.0,-0.0015948963317384823
2018-04-19 14:10:00,-0.00029835199296853094,0.0003993610223642641,-0.0003993610223642641,0,-1.0,0.9915623464535148,5008.0,False,5008.0,-1.0,0.0003993610223642641
2018-04-19 14:55:00,-4.418862113492021e-05,0.0011976047904191933,-0.0011976047904191933,0,-1.0,0.9903647416630956,5010.0,False,5010.0,-1.0,0.0011976047904191933
2018-04-19 21:35:00,-0.000454939657495389,0.0031897926634769647,-0.0031897926634769647,0,-1.0,0.9871749489996187,5016.0,False,5016.0,-1.0,0.0031897926634769647
2018-04-20 09:40:00,-0.0003381816287502615,0.0,-0.0,0,-1.0,0.9871749489996187,5032.0,False,5032.0,-1.0,0.0
2018-04-20 10:40:00,-0.00013975138543924326,0.0,-0.0,0,-1.0,0.9871749489996187,5032.0,False,5032.0,-1.0,0.0
2018-04-20 11:25:00,-0.0012579324972070397,-0.002782193958664525,0.002782193958664525,0,-1.0,0.9899571429582832,5032.0,False,5032.0,-1.0,-0.002782193958664525
2018-04-20 14:10:00,-0.001280091262606644,-0.0011956954962136779,0.0011956954962136779,0,-1.0,0.9911528384544969,5018.0,False,5018.0,-1.0,-0.0011956954962136779
2018-04-20 14:55:00,-0.00023172122757404712,0.0,-0.0,0,-1.0,0.9911528384544969,5012.0,False,5012.0,-1.0,0.0
2018-04-20 21:35:00,1.666839567065814e-05,0.002394253790901857,-0.002394253790901857,0,-1.0,0.988758584663595,5012.0,False,5012.0,0.0,0.002394253790901857
2018-04-23 09:40:00,0.0014876705495658472,0.001990445859872514,0.0,1,0.0,0.988758584663595,5024.0,False,5024.0,1.0,0.001990445859872514
2018-04-23 10:40:00,-0.000894558348150678,-0.002781088597536785,-0.002781088597536785,1,1.0,0.9859774960660582,5034.0,False,5034.0,0.0,-0.002781088597536785
2018-04-23 11:25:00,-0.0001501559019021592,0.0007968127490038945,0.0,1,0.0,0.9859774960660582,5020.0,False,5020.0,0.0,0.0007968127490038945
2018-04-23 14:10:00,-0.000643850820329304,-0.00039808917197448057,-0.0,1,0.0,0.9859774960660582,5024.0,False,5024.0,-1.0,-0.00039808917197448057
2018-04-23 14:55:00,-0.0011262910958390908,-0.007168458781361964,0.007168458781361964,0,-1.0,0.9931459548474202,5022.0,False,5022.0,-1.0,-0.007168458781361964
2018-04-24 09:40:00,-0.00018930074888628132,0.0008022462896108973,-0.0008022462896108973,0,-1.0,0.9923437085578093,4986.0,False,4986.0,-1.0,0.0008022462896108973
2018-04-24 10:40:00,-0.0005301117852527533,-0.00040080160320643543,0.00040080160320643543,0,-1.0,0.9927445101610157,4990.0,False,4990.0,-1.0,-0.00040080160320643543
2018-04-24 11:25:00,-0.0004316303349069275,0.001202886928628688,-0.001202886928628688,0,-1.0,0.991541623232387,4988.0,False,4988.0,-1.0,0.001202886928628688
2018-04-24 14:10:00,-0.0001673791093209729,-0.00040048057669206383,0.00040048057669206383,0,-1.0,0.9919421038090791,4994.0,False,4994.0,-1.0,-0.00040048057669206383
2018-04-24 14:55:00,-0.001093753712457126,-0.002804487179487225,0.002804487179487225,0,-1.0,0.9947465909885663,4992.0,False,4992.0,-1.0,-0.002804487179487225
2018-04-24 21:35:00,-0.0005153256366624348,0.0008035355564484092,-0.0008035355564484092,0,-1.0,0.9939430554321179,4978.0,False,4978.0,-1.0,0.0008035355564484092
2018-04-25 09:40:00,-0.0006274519753494237,0.0016057808109193328,-0.0016057808109193328,0,-1.0,0.9923372746211986,4982.0,False,4982.0,-1.0,0.0016057808109193328
2018-04-25 10:40:00,0.0003725194744841635,0.002805611222444826,-0.002805611222444826,0,-1.0,0.9895316633987538,4990.0,False,4990.0,0.0,0.002805611222444826
2018-04-25 11:25:00,-0.00091990750330182,-0.0023980815347721673,-0.0,1,0.0,0.9895316633987538,5004.0,False,5004.0,-1.0,-0.0023980815347721673
2018-04-25 14:10:00,-0.0004686512645870034,0.0004006410256409687,-0.0004006410256409687,1,-1.0,0.9891310223731128,4992.0,False,4992.0,-1.0,0.0004006410256409687
2018-04-25 14:55:00,-0.000743387466907721,-0.0012014417300760805,0.0012014417300760805,0,-1.0,0.9903324641031889,4994.0,False,4994.0,-1.0,-0.0012014417300760805
2018-04-25 21:35:00,-0.00025440595747043375,-0.000801924619085792,0.000801924619085792,0,-1.0,0.9911343887222747,4988.0,False,4988.0,-1.0,-0.000801924619085792
2018-04-26 09:40:00,-0.0008874219905182574,-0.0020064205457464013,0.0020064205457464013,0,-1.0,0.9931408092680211,4984.0,False,4984.0,-1.0,-0.0020064205457464013
2018-04-26 10:40:00,-0.0010437184955118589,-0.0008041817450743505,0.0008041817450743505,0,-1.0,0.9939449910130954,4974.0,False,4974.0,-1.0,-0.0008041817450743505
2018-04-26 11:25:00,0.00023183503069425357,0.0032193158953721657,-0.0032193158953721657,0,-1.0,0.9907256751177232,4970.0,False,4970.0,0.0,0.0032193158953721657
2018-04-26 14:10:00,0.00014789264146435017,0.001203369434416457,0.0,1,0.0,0.9907256751177232,4986.0,False,4986.0,0.0,0.001203369434416457
2018-04-26 14:55:00,-0.0006412970564580756,-0.0008012820512820484,-0.0,1,0.0,0.9907256751177232,4992.0,False,4992.0,-1.0,-0.0008012820512820484
2018-04-26 21:35:00,-0.0016126664895951457,0.0,-0.0,1,-1.0,0.9907256751177232,4988.0,False,4988.0,-1.0,0.0
2018-04-27 09:40:00,-0.0006184942923722834,0.0,-0.0,1,-1.0,0.9907256751177232,4988.0,False,4988.0,-1.0,0.0
2018-04-27 10:40:00,-0.0005979322423746097,-0.00200481154771448,0.00200481154771448,0,-1.0,0.9927304866654377,4988.0,False,4988.0,-1.0,-0.00200481154771448
2018-04-27 11:25:00,-0.0008346777185591485,0.0,-0.0,0,-1.0,0.9927304866654377,4978.0,False,4978.0,-1.0,0.0
2018-04-27 14:10:00,-0.00017863357406775035,0.0004017677782242046,-0.0004017677782242046,0,-1.0,0.9923287188872135,4978.0,False,4978.0,-1.0,0.0004017677782242046
2018-04-27 14:55:00,-0.00018531109006561378,0.002008032128514081,-0.002008032128514081,0,-1.0,0.9903206867586994,4980.0,False,4980.0,-1.0,0.002008032128514081
2018-04-27 21:35:00,0.0002774783962681773,-0.007214428857715394,0.007214428857715394,0,-1.0,0.9975351156164148,4990.0,False,4990.0,0.0,-0.007214428857715394
2018-05-02 09:40:00,-0.00016962167205518928,0.006459426725878181,0.0,1,0.0,0.9975351156164148,4954.0,False,4954.0,0.0,0.006459426725878181
2018-05-02 10:40:00,-0.00040877923899806045,0.00040112314480555966,0.0,1,0.0,0.9975351156164148,4986.0,False,4986.0,-1.0,0.00040112314480555966
2018-05-02 11:25:00,-0.0012860269383966117,-0.002405773857257376,0.002405773857257376,0,-1.0,0.9999408894736722,4988.0,False,4988.0,-1.0,-0.002405773857257376
2018-05-02 14:10:00,-0.0002061258250219977,0.002411575562700996,-0.002411575562700996,0,-1.0,0.9975293139109712,4976.0,False,4976.0,-1.0,0.002411575562700996
2018-05-02 14:55:00,-0.0008620326456237423,-0.000801924619085792,0.000801924619085792,0,-1.0,0.998331238530057,4988.0,False,4988.0,-1.0,-0.000801924619085792
2018-05-03 09:40:00,8.341131930087765e-05,0.0020064205457464013,-0.0020064205457464013,0,-1.0,0.9963248179843106,4984.0,False,4984.0,0.0,0.0020064205457464013
2018-05-03 10:40:00,-0.0006541367823642584,-0.0012014417300760805,-0.0,1,0.0,0.9963248179843106,4994.0,False,4994.0,-1.0,-0.0012014417300760805
2018-05-03 11:25:00,-0.0006316960791825009,0.0,-0.0,1,-1.0,0.9963248179843106,4988.0,False,4988.0,-1.0,0.0
2018-05-03 14:10:00,-0.0004972184326675728,-0.000400962309542896,0.000400962309542896,0,-1.0,0.9967257802938535,4988.0,False,4988.0,-1.0,-0.000400962309542896
2018-05-03 14:55:00,-0.0010880503687568611,-0.0008022462896108973,0.0008022462896108973,0,-1.0,0.9975280265834644,4986.0,False,4986.0,-1.0,-0.0008022462896108973
2018-05-03 21:35:00,-0.0016197985074334763,-0.00883179446005622,0.00883179446005622,0,-1.0,1.0063598210435205,4982.0,False,4982.0,-1.0,-0.00883179446005622
2018-05-04 09:40:00,-0.00037271297711080403,0.0004050222762252975,-0.0004050222762252975,0,-1.0,1.0059547987672954,4938.0,False,4938.0,-1.0,0.0004050222762252975
2018-05-04 10:40:00,-0.0007283393008262828,0.0008097165991902688,-0.0008097165991902688,0,-1.0,1.005145082168105,4940.0,False,4940.0,-1.0,0.0008097165991902688
