trial,score,oos_sharpe,mean_abs_corr,n_factors,optional,all_factors
146,1.7333718387059267,1.752181204888964,0.0752374647321495,13,x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_vol_mom_240min|x_price_delta_volume_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_vol_mom_240min|x_price_delta_volume_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
148,1.670109657816227,1.690517064180488,0.08162962545704493,16,x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_volume_y|x_vol_mom_240min|x_open_interest_y|x_price_delta_volume_8slot|x_ma20_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_volume_y|x_vol_mom_240min|x_open_interest_y|x_price_delta_volume_8slot|x_ma20_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
145,1.6273407977254728,1.6497658542071558,0.08970022592673173,15,x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_volume_y|x_vol_mom_240min|x_open_interest_y|x_ma20_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_volume_y|x_vol_mom_240min|x_open_interest_y|x_ma20_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
140,1.6205222476802386,1.6433389133682863,0.0912666627521911,14,x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_vol_mom_240min|x_open_interest_y|x_pvt_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_vol_mom_240min|x_open_interest_y|x_pvt_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
117,1.6077762947644159,1.6274334924792881,0.07862879085948939,16,x_bvwap_dev_8slot|x_price_channel_breakout_240min|x_sar_diff_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_vwap_pv|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_is_night|x_trend1_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_bvwap_dev_8slot|x_price_channel_breakout_240min|x_sar_diff_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_vwap_pv|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_is_night|x_trend1_8slot|x_distribute_8slot|x_liquidity_240min
133,1.5991401052259595,1.621344755179528,0.08881859981427351,17,x_linearreg_ma_240min|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_volume_y|x_vol_ma_ratio_240min|x_open_interest_y|x_price_delta_volume_8slot|x_price_ma250_dev_240min|x_high_low_ratio_240min|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_linearreg_ma_240min|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_volume_y|x_vol_ma_ratio_240min|x_open_interest_y|x_price_delta_volume_8slot|x_price_ma250_dev_240min|x_high_low_ratio_240min|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_liquidity_240min
108,1.5953132698898869,1.6135659461687049,0.07301070511527215,14,x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_sar_diff_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_ease_of_movement_8slot|x_price_channel_breakout_8slot|x_sar_diff_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
141,1.570301691400713,1.5901400597076238,0.079353473227643,14,x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_sar_diff_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_cvd_8slot|x_price_jump_8slot|x_trend1_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_ease_of_movement_8slot|x_price_channel_breakout_240min|x_sar_diff_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_cvd_8slot|x_price_jump_8slot|x_trend1_8slot|x_distribute_8slot|x_liquidity_240min
87,1.5690418925676408,1.5946545994157069,0.10245082739226437,15,x_vwap_dev_8slot|x_price_channel_breakout_8slot|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_fractal_dim_8slot|x_cvd_8slot|x_price_jump_240min|x_price_jump_8slot|x_overnight_vol_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_vwap_dev_8slot|x_price_channel_breakout_8slot|x_turnover_y|x_vol_ma_ratio_240min|x_open_interest_x|x_turnover_x|x_fractal_dim_8slot|x_cvd_8slot|x_price_jump_240min|x_price_jump_8slot|x_overnight_vol_8slot|x_distribute_8slot|x_liquidity_240min
111,1.5565932601394894,1.577726848803772,0.08453435465713041,15,x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_y|x_pvt_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min,x_vwap_8slot|x_ma_ret_icir|x_bvwap_dev_8slot|x_price_channel_breakout_8slot|x_macd_hist_240min|x_vol_change_rate_240min|x_vol_ma_ratio_240min|x_open_interest_y|x_pvt_8slot|x_cvd_8slot|x_price_jump_8slot|x_overnight_return_8slot|x_trend_8slot|x_distribute_8slot|x_liquidity_240min
