,factor,ic_ir,residual_ic_ir
0,x_ma20_ma60_240min,0.02580822405258761,1.0691258959206678
1,x_ma20_ma60_240min_1,0.013403656971915019,1.0680006580004604
2,x_ma5_ma20_6slot,0.07717019479880527,0.9740875142036279
3,x_ma5_ma20_6slot_1,0.02088417458877992,0.9641267127231339
4,x_ma5_ma20_240min,0.13954214131298956,0.9457757432970902
5,x_ma5_ma20_240min_1,0.15159544149102627,0.9307983112551026
6,x_ma20_ma60_6slot,0.15034132620142762,0.9306652405044085
7,x_high_low_ratio_6slot,0.13873890156133512,0.9281953155867972
8,x_high_low_ratio_6slot_1,0.14485646938103594,0.9277007721973894
9,x_ma20_ma60_6slot_1,0.14370365004499305,0.925539051092254
10,x_high_low_ratio_240min,0.2425049981924155,0.9103410614766367
11,x_high_low_ratio_240min_1,0.26174494525885217,0.9093890001845718
12,x_price_delta_trend_6slot,0.10549596683057905,0.8476075262813678
13,x_price_delta_trend_6slot_1,0.13220184674751062,0.8462002464378322
14,x_cvd_6slot,0.07636592183791492,0.831372217781453
15,x_cvd_6slot_1,0.0923234292270125,0.8215129178861669
16,x_vwap_dev_240min_1,0.06986316873757957,0.820100148664135
17,x_vwap_dev_6slot,0.13527780126699018,0.820006607783294
18,x_vwap_dev_240min,0.03940149669090727,0.818859273452314
19,x_vwap_dev_6slot_1,0.09432816323622512,0.8182870866915091
20,x_fractal_dim_6slot_1,0.42628343759383186,0.7759403651936043
21,x_fractal_dim_6slot,0.45933042277777375,0.7482332602098285
22,x_price_jump_6slot,0.08348120180181227,0.7398949932082066
23,x_fractal_dim_240min,0.46374860585304317,0.7194288935909383
24,x_fractal_dim_240min_1,0.4620774615549882,0.7188333800373814
25,x_bvwap_v_1,0.46864590240279314,0.706271219611352
26,x_ad_line_240min_1,0.7664036632550203,0.6764053041434255
27,x_ad_line_240min,0.7872654494886339,0.6754659475808762
28,x_price_ma250_dev_240min_1,0.6748674731032057,0.6687265115657743
29,x_ma_ret_1h,,0.661613735470713
30,x_price_ma250_dev_240min,0.6626167294983162,0.6550778131328047
31,x_session_sin_1,0.21969440899334863,0.6536015614133656
32,x_liquidity_6slot,0.23089102508757695,0.6423266351253087
33,x_liquidity_240min_1,0.03236800193716204,0.6268674630214291
34,x_liquidity_240min,0.0531266138384362,0.6115955921647434
35,x_money_flow_ratio_6slot,0.3945370289259901,0.586946462321334
36,x_mfi_6slot,0.3945370289259901,0.586946462321334
37,x_bvwap_v,0.3662580854231429,0.5687328650010806
38,x_price_jump_6slot_1,0.08132904528324586,0.5656397183354452
39,x_liquidity_6slot_1,0.3155754303402959,0.5624732284607359
40,x_price_jump_240min,0.199731423868548,0.5587774597736225
41,x_is_night,0.19142305870706017,0.5471544663619206
42,x_bvwap_pv_1,0.2034524756831622,0.5395487063795384
43,x_hurst_6slot_1,0.32711259972798296,0.5321241632021766
44,x_hurst_6slot,0.3023168790754528,0.5294530613731727
45,x_price_jump_240min_1,0.1274081317302873,0.5027242528097148
46,x_session_sin,0.0713453689335255,0.48884569166977204
47,x_rsi14_6slot,0.16074683652221383,0.4886968231267798
48,x_mfi_6slot_1,0.2960154263852447,0.48866734990217875
49,x_money_flow_ratio_6slot_1,0.2960154263852447,0.48866734990217875
50,x_absorption_6slot,0.03164195510385967,0.48332785454280913
51,x_price_channel_breakout_6slot,0.06542448379590565,0.47930183809997545
52,x_ma_ret_2h,,0.4783112302986138
53,x_qstick_240min,0.2034837191752491,0.46118890054980505
54,x_ad_6slot,0.21228464710877704,0.4606414634300237
55,x_qstick_240min_1,0.20221018229772342,0.4584884291749217
56,x_volume_profile_240min_1,0.3527993436798339,0.455137429762468
57,x_rsi14_6slot_1,0.14483875992478956,0.4436413406306773
58,x_chaikin_osc_6slot,0.2435420053428398,0.4432381723721594
59,x_spread_1h,,0.4425297744581469
60,x_hurst_240min,0.19981474383091152,0.44005840920929873
61,x_hurst_240min_1,0.1966160879595392,0.43768550903865305
62,x_rel_vol_240min_1,0.18410939181878247,0.4327156540666879
63,x_ultosc_6slot_1,0.116746851694508,0.43098356377013547
64,x_price_channel_breakout_240min_1,0.003922812997904879,0.4291527544610742
65,x_spread_4h,,0.42086981681247054
66,x_bvwap_pv,0.11091293472315689,0.4205729598091741
67,x_boll_upper_240min_1,0.9793244082786919,0.41359288358864316
68,x_vol_change_rate_240min_1,0.2400068122943474,0.40329880543162794
